TimeUS,u_x,u_y,u_z
48644218,-0.008719,0.003494,0.000169
48664214,-0.008708,0.003523,0.000123
48684200,-0.008647,0.003529,0.000091
48704212,-0.008588,0.003560,0.000095
48724211,-0.008557,0.003597,0.000075
48744221,-0.008536,0.003652,0.000070
48764231,-0.008582,0.003725,0.000035
48784220,-0.008574,0.003740,-0.000027
48784239,-0.008574,0.003740,-0.000027
48804312,-0.008574,0.003740,-0.000027
48824212,-0.008521,0.003867,-0.000012
48844196,-0.008495,0.003928,-0.000014
48864194,-0.008489,0.003997,-0.000024
48884196,-0.008479,0.004073,-0.000023
48904207,-0.008474,0.004126,-0.000048
48924200,-0.008451,0.004214,-0.000008
48944212,-0.008420,0.004290,0.000019
48964204,-0.008397,0.004338,0.000005
48984235,-0.008366,0.004389,-0.000003
48984264,-0.008366,0.004389,-0.000003
49004468,-0.008316,0.004467,0.000050
49024235,-0.008279,0.004536,0.000070
49044210,-0.008289,0.004546,-0.000015
49064207,-0.008278,0.004630,-0.000006
49084217,-0.008220,0.004743,0.000076
49104267,-0.008162,0.004726,0.000020
49124233,-0.008121,0.004712,-0.000042
49144223,-0.008028,0.004781,0.000030
49164203,-0.007976,0.004838,0.000044
49184330,-0.007976,0.004838,0.000044
49184344,-0.007976,0.004838,0.000044
49204227,-0.007943,0.004918,-0.000010
49224212,-0.007943,0.004918,-0.000010
49244250,-0.007920,0.005023,-0.000046
49264210,-0.007912,0.005085,-0.000075
49284206,-0.007894,0.005171,-0.000046
49304214,-0.007866,0.005250,-0.000026
49324219,-0.007870,0.005302,-0.000041
49344218,-0.007839,0.005412,0.000006
49364203,-0.007773,0.005433,-0.000004
49384202,-0.007779,0.005492,-0.000036
49384215,-0.007779,0.005492,-0.000036
49404212,-0.007746,0.005512,-0.000074
49424215,-0.007746,0.005512,-0.000074
49444347,-0.007554,0.005647,0.000075
49464203,-0.007547,0.005775,0.000103
49484566,-0.007522,0.005819,0.000067
49504213,-0.007432,0.005889,0.000130
49524201,-0.007403,0.005921,0.000082
49544194,-0.007373,0.005968,0.000056
49564194,-0.007324,0.006036,0.000056
49584193,-0.007306,0.006093,0.000010
49584203,-0.007306,0.006093,0.000010
49604366,-0.007275,0.006147,-0.000023
49624363,-0.007193,0.006135,-0.000035
49644209,-0.007107,0.006135,-0.000032
49664204,-0.007071,0.006140,-0.000079
49684202,-0.007018,0.006183,-0.000083
49704349,-0.007018,0.006183,-0.000083
49724219,-0.006967,0.006230,-0.000086
49744216,-0.006790,0.006286,-0.000046
49764201,-0.006765,0.006362,-0.000043
49784226,-0.006769,0.006418,-0.000094
49784244,-0.006769,0.006418,-0.000094
49804295,-0.006693,0.006412,-0.000101
49824409,-0.006705,0.006463,-0.000159
49844200,-0.006697,0.006548,-0.000167
49864202,-0.006651,0.006663,-0.000104
49884202,-0.006584,0.006672,-0.000095
49904215,-0.006570,0.006765,-0.000092
49924294,-0.006570,0.006765,-0.000092
49944213,-0.006431,0.006843,-0.000046
49964200,-0.006418,0.006852,-0.000107
49984207,-0.006395,0.006883,-0.000132
49984222,-0.006395,0.006883,-0.000132
50004349,-0.006395,0.006883,-0.000132
50024222,-0.006289,0.007010,-0.000090
50044223,-0.006268,0.006964,-0.000170
50064222,-0.006185,0.006971,-0.000137
50084202,-0.006127,0.006989,-0.000135
50104249,-0.006127,0.006989,-0.000135
50124202,-0.005985,0.007116,-0.000037
50144241,-0.005961,0.007139,-0.000063
50164205,-0.005872,0.007117,-0.000046
50184194,-0.005795,0.007143,-0.000010
50184203,-0.005795,0.007143,-0.000010
50204195,-0.005735,0.007149,-0.000015
50224206,-0.005678,0.007165,-0.000018
50244224,-0.005640,0.007178,-0.000025
50264208,-0.005591,0.007217,-0.000017
50284216,-0.005552,0.007264,-0.000013
50304378,-0.005531,0.007314,-0.000039
50324218,-0.005535,0.007355,-0.000089
50344202,-0.005509,0.007412,-0.000091
50364220,-0.005465,0.007478,-0.000084
50384225,-0.005452,0.007537,-0.000108
50384247,-0.005452,0.007537,-0.000108
50404255,-0.005375,0.007613,-0.000035
50424213,-0.005359,0.007693,-0.000043
50444220,-0.005378,0.007756,-0.000086
50464200,-0.005411,0.007812,-0.000158
50484215,-0.005356,0.007891,-0.000112
50504504,-0.005356,0.007891,-0.000112
50524221,-0.005285,0.007893,-0.000171
50544222,-0.005285,0.007893,-0.000171
50564210,-0.005145,0.007942,-0.000119
50584207,-0.005092,0.007959,-0.000121
50584223,-0.005092,0.007959,-0.000121
50604256,-0.005026,0.007996,-0.000090
50624222,-0.004995,0.007950,-0.000139
50644223,-0.004974,0.007928,-0.000185
50664220,-0.004860,0.007950,-0.000100
50684204,-0.004768,0.007970,-0.000051
50704251,-0.004664,0.008016,0.000030
50724222,-0.004645,0.008049,-0.000004
50744217,-0.004619,0.008092,-0.000029
50764208,-0.004601,0.008130,-0.000065
50784201,-0.004589,0.008158,-0.000110
50784213,-0.004589,0.008158,-0.000110
50804225,-0.004528,0.008218,-0.000075
50824205,-0.004524,0.008252,-0.000135
50844197,-0.004484,0.008231,-0.000162
50864195,-0.004415,0.008304,-0.000111
50884212,-0.004370,0.008375,-0.000110
50904219,-0.004362,0.008432,-0.000159
50924206,-0.004303,0.008426,-0.000166
50944193,-0.004228,0.008502,-0.000131
50964199,-0.004191,0.008570,-0.000144
50984196,-0.004106,0.008576,-0.000106
50984206,-0.004106,0.008576,-0.000106
51004248,-0.004026,0.008586,-0.000080
51024355,-0.003993,0.008579,-0.000120
51044284,-0.003917,0.008580,-0.000108
51064205,-0.003802,0.008536,-0.000060
51084206,-0.003716,0.008518,-0.000041
51104257,-0.003645,0.008513,-0.000032
51124252,-0.003645,0.008513,-0.000032
51145058,-0.003552,0.008486,-0.000068
51164339,-0.003487,0.008499,-0.000069
51184212,-0.003407,0.008556,-0.000027
51184231,-0.003407,0.008556,-0.000027
51204226,-0.003341,0.008595,-0.000003
51224203,-0.003299,0.008635,-0.000011
51244224,-0.003200,0.008689,0.000073
51264519,-0.003221,0.008733,-0.000018
51284207,-0.003155,0.008797,0.000029
51304408,-0.003155,0.008797,0.000029
51324215,-0.003060,0.008839,0.000038
51344216,-0.003040,0.008820,-0.000011
51364200,-0.003029,0.008836,-0.000051
51384196,-0.003037,0.008849,-0.000154
51384208,-0.003037,0.008849,-0.000154
51404221,-0.002986,0.008854,-0.000153
51424203,-0.002916,0.008887,-0.000144
51444207,-0.002916,0.008887,-0.000144
51464196,-0.002849,0.008962,-0.000195
51484200,-0.002762,0.009005,-0.000142
51504230,-0.002673,0.009040,-0.000093
51524266,-0.002694,0.009083,-0.000195
51544239,-0.002624,0.009116,-0.000171
51564195,-0.002503,0.009088,-0.000084
51584190,-0.002469,0.009071,-0.000113
51584200,-0.002469,0.009071,-0.000113
51604216,-0.002408,0.009071,-0.000091
51624209,-0.002349,0.009087,-0.000079
51644222,-0.002287,0.009098,-0.000071
51664213,-0.002262,0.009037,-0.000107
51684215,-0.002232,0.008997,-0.000144
51704198,-0.002187,0.008987,-0.000148
51724213,-0.002141,0.008987,-0.000151
51744248,-0.002051,0.008978,-0.000122
51764210,-0.001946,0.008980,-0.000047
51784222,-0.001945,0.009007,-0.000114
51784255,-0.001945,0.009007,-0.000114
51804229,-0.001863,0.009044,-0.000077
51824224,-0.001786,0.009063,-0.000041
51844480,-0.001757,0.009087,-0.000069
51864222,-0.001663,0.009137,-0.000041
51884232,-0.001626,0.009190,-0.000077
51904215,-0.001546,0.009231,-0.000036
51924217,-0.001501,0.009282,-0.000062
51944312,-0.001445,0.009342,-0.000067
51964213,-0.001445,0.009342,-0.000067
51984204,-0.001335,0.009448,-0.000076
51984230,-0.001335,0.009448,-0.000076
52004828,-0.001332,0.009491,-0.000158
52024292,-0.001332,0.009491,-0.000158
52044217,-0.001110,0.009404,0.000001
52064205,-0.001113,0.009396,-0.000093
52084252,-0.001103,0.009331,-0.000156
52104213,-0.001051,0.009347,-0.000159
52124300,-0.000974,0.009291,-0.000130
52144214,-0.000931,0.009259,-0.000132
52164201,-0.000885,0.009230,-0.000136
52184176,-0.000885,0.009230,-0.000136
52184194,-0.000885,0.009230,-0.000136
52204204,-0.000786,0.009242,-0.000143
52224300,-0.000717,0.009255,-0.000111
52244205,-0.000673,0.009284,-0.000119
52264197,-0.000616,0.009303,-0.000104
52284204,-0.000513,0.009328,-0.000035
52304220,-0.000459,0.009375,-0.000032
52324211,-0.000368,0.009395,0.000008
52344222,-0.000340,0.009340,-0.000008
52364199,-0.000284,0.009375,-0.000011
52384196,-0.000147,0.009399,0.000086
52384205,-0.000147,0.009399,0.000086
52404212,-0.000077,0.009447,0.000088
52424210,-0.000077,0.009447,0.000088
52444191,0.000028,0.009550,0.000030
52464192,0.000055,0.009609,-0.000030
52484193,0.000162,0.009651,0.000032
52504288,0.000255,0.009684,0.000077
52524259,0.000255,0.009684,0.000077
52544223,0.000325,0.009600,0.000034
52564216,0.000376,0.009571,0.000024
52584219,0.000446,0.009558,0.000040
52584247,0.000446,0.009558,0.000040
52604222,0.000482,0.009577,0.000002
52624208,0.000553,0.009571,0.000011
52644216,0.000657,0.009571,0.000067
52665466,0.000718,0.009515,0.000077
52684216,0.000752,0.009449,0.000049
52704216,0.000782,0.009346,0.000037
52724203,0.000830,0.009199,0.000082
52744221,0.000860,0.009100,0.000082
52764204,0.000824,0.009032,-0.000014
52784200,0.000928,0.008958,0.000087
52784221,0.000928,0.008958,0.000087
52804201,0.001004,0.008988,0.000100
52824210,0.001006,0.008977,0.000042
52844202,0.001048,0.008959,0.000041
52864196,0.001110,0.008959,0.000075
52884407,0.001202,0.009034,0.000097
52904206,0.001285,0.009038,0.000135
52924213,0.001342,0.009059,0.000126
52944225,0.001371,0.009083,0.000087
52964194,0.001401,0.009118,0.000037
52984191,0.001459,0.009150,0.000023
52984201,0.001459,0.009150,0.000023
53004210,0.001531,0.009181,0.000040
53024198,0.001620,0.009183,0.000080
53044232,0.001620,0.009183,0.000080
53064200,0.001700,0.009186,0.000107
53084191,0.001811,0.009198,0.000122
53104216,0.001845,0.009181,0.000101
53124241,0.001845,0.009181,0.000101
53144254,0.002021,0.009108,0.000225
53164204,0.002063,0.009105,0.000215
53184220,0.002068,0.009066,0.000170
53184238,0.002068,0.009066,0.000170
53204219,0.002147,0.009085,0.000195
53224209,0.002195,0.009023,0.000219
53244227,0.002271,0.009068,0.000227
53264228,0.002278,0.009050,0.000177
53284217,0.002327,0.009040,0.000169
53304222,0.002367,0.009042,0.000152
53324211,0.002452,0.009018,0.000207
53344214,0.002553,0.009002,0.000254
53364202,0.002577,0.009036,0.000187
53384197,0.002634,0.009058,0.000172
53384217,0.002634,0.009058,0.000172
53404225,0.002692,0.009066,0.000168
53424219,0.002783,0.009060,0.000192
53444201,0.002858,0.009072,0.000209
53464194,0.002902,0.009103,0.000182
53484215,0.002948,0.009129,0.000137
53504211,0.003010,0.009122,0.000150
53524229,0.003010,0.009122,0.000150
53544236,0.003103,0.009080,0.000131
53564192,0.003150,0.009024,0.000157
53584193,0.003167,0.009003,0.000124
53584204,0.003167,0.009003,0.000124
53604219,0.003212,0.008985,0.000122
53624228,0.003250,0.008963,0.000111
53644207,0.003258,0.008891,0.000099
53664188,0.003237,0.008870,0.000023
53684224,0.003238,0.008850,-0.000030
53704210,0.003283,0.008804,-0.000015
53724209,0.003335,0.008776,0.000001
53744338,0.003335,0.008776,0.000001
53764215,0.003493,0.008703,0.000083
53784236,0.003553,0.008692,0.000073
53784258,0.003553,0.008692,0.000073
53804209,0.003636,0.008675,0.000092
53824228,0.003711,0.008669,0.000110
53844217,0.003793,0.008663,0.000131
53864451,0.003859,0.008670,0.000111
53884240,0.003953,0.008674,0.000140
53904200,0.004043,0.008663,0.000163
53924211,0.004167,0.008713,0.000178
53944214,0.004251,0.008697,0.000205
53964197,0.004295,0.008711,0.000166
53984209,0.004356,0.008707,0.000163
53984226,0.004356,0.008707,0.000163
54004208,0.004410,0.008689,0.000163
54024239,0.004410,0.008689,0.000163
54044234,0.004543,0.008648,0.000199
54064203,0.004604,0.008634,0.000211
54084216,0.004663,0.008639,0.000200
54105049,0.004722,0.008630,0.000186
54124235,0.004703,0.008578,0.000127
54144225,0.004757,0.008498,0.000186
54164193,0.004769,0.008442,0.000157
54184211,0.004837,0.008378,0.000205
54184223,0.004837,0.008378,0.000205
54204207,0.004885,0.008342,0.000197
54224475,0.004917,0.008328,0.000153
54244199,0.004999,0.008275,0.000197
54264338,0.005058,0.008240,0.000209
54284204,0.005058,0.008240,0.000209
54304167,0.005110,0.008237,0.000189
54324206,0.005254,0.008171,0.000195
54344204,0.005317,0.008131,0.000191
54364191,0.005390,0.008105,0.000183
54384199,0.005455,0.008089,0.000157
54384208,0.005455,0.008089,0.000157
54404216,0.005518,0.008071,0.000139
54424210,0.005568,0.008027,0.000125
54444217,0.005637,0.007985,0.000134
54464213,0.005711,0.007939,0.000142
54484234,0.005774,0.007907,0.000127
54504222,0.005841,0.007876,0.000114
54524840,0.005877,0.007865,0.000055
54544232,0.005877,0.007865,0.000055
54564215,0.005896,0.007722,0.000109
54584205,0.005866,0.007603,-0.000007
54584217,0.005866,0.007603,-0.000007
54604212,0.005816,0.007435,0.000014
54624380,0.005792,0.007361,-0.000029
54644212,0.005732,0.007344,-0.000148
54664204,0.005793,0.007250,-0.000090
54684207,0.005851,0.007148,-0.000029
54704217,0.005859,0.007129,-0.000075
54724227,0.005868,0.007128,-0.000137
54744205,0.005879,0.007012,-0.000065
54764199,0.005871,0.006963,-0.000095
54784203,0.005941,0.006958,-0.000102
54784219,0.005941,0.006958,-0.000102
54804214,0.006008,0.006959,-0.000123
54824200,0.006022,0.006923,-0.000141
54844215,0.006068,0.006867,-0.000109
54864199,0.006148,0.006893,-0.000141
54884198,0.006241,0.006896,-0.000136
54904203,0.006357,0.006874,-0.000092
54924204,0.006458,0.006872,-0.000077
54944196,0.006468,0.006834,-0.000094
54964203,0.006550,0.006823,-0.000079
54984190,0.006634,0.006828,-0.000075
54984199,0.006634,0.006828,-0.000075
55004200,0.006730,0.006792,-0.000022
55024270,0.006812,0.006757,0.000014
55044224,0.006814,0.006700,0.000015
55064214,0.006821,0.006647,0.000015
55084206,0.006849,0.006583,0.000031
55104212,0.006824,0.006481,0.000062
55124217,0.006802,0.006412,0.000055
55144250,0.006752,0.006398,-0.000028
55164218,0.006748,0.006361,-0.000048
55184435,0.006779,0.006298,-0.000035
55184452,0.006779,0.006298,-0.000035
55204224,0.006779,0.006298,-0.000035
55224223,0.006835,0.006238,-0.000063
55244202,0.006888,0.006217,-0.000075
55264194,0.006965,0.006157,-0.000033
55284570,0.007024,0.006144,-0.000040
55304207,0.007106,0.006081,0.000029
55324212,0.007182,0.006035,0.000065
55344232,0.007239,0.006010,0.000053
55364203,0.007302,0.006003,0.000029
55384206,0.007368,0.005984,0.000001
55384219,0.007368,0.005984,0.000001
55404209,0.007432,0.005965,-0.000016
55424198,0.007435,0.005910,-0.000022
55444194,0.007435,0.005871,-0.000071
55464198,0.007465,0.005790,-0.000031
55484234,0.007507,0.005713,0.000031
55504211,0.007507,0.005713,0.000031
55524208,0.007592,0.005587,0.000081
55544214,0.007592,0.005587,0.000081
55564214,0.007531,0.005456,0.000062
55584297,0.007516,0.005430,0.000020
55584313,0.007516,0.005430,0.000020
55604246,0.007516,0.005430,0.000020
55624261,0.007571,0.005322,0.000113
55644288,0.007463,0.005207,0.000041
55664201,0.007466,0.005145,0.000047
55684203,0.007466,0.005145,0.000047
55704194,0.007508,0.005049,0.000037
55724198,0.007534,0.005048,-0.000026
55744349,0.007561,0.005034,-0.000070
55764218,0.007600,0.004994,-0.000059
55784209,0.007650,0.004957,-0.000050
55784224,0.007650,0.004957,-0.000050
55804227,0.007717,0.004925,-0.000065
55824229,0.007782,0.004882,-0.000044
55844236,0.007853,0.004841,-0.000021
55864211,0.007914,0.004803,-0.000018
55884223,0.007995,0.004762,-0.000004
55904236,0.008058,0.004731,-0.000008
55924202,0.008122,0.004687,-0.000012
55944230,0.008193,0.004668,-0.000030
55964216,0.008262,0.004654,-0.000055
55984539,0.008262,0.004570,-0.000009
55984570,0.008262,0.004570,-0.000009
56004499,0.008260,0.004532,-0.000017
56024216,0.008274,0.004461,0.000017
56044527,0.008302,0.004378,0.000058
56064215,0.008333,0.004333,0.000054
56084217,0.008390,0.004278,0.000073
56104208,0.008429,0.004263,0.000027
56124210,0.008403,0.004185,0.000044
56144216,0.008380,0.004132,0.000036
56164204,0.008386,0.004081,0.000035
56184202,0.008400,0.004058,-0.000001
56184213,0.008400,0.004058,-0.000001
56204213,0.008419,0.004035,-0.000035
56224246,0.008419,0.004035,-0.000035
56244208,0.008516,0.003945,-0.000030
56264202,0.008493,0.003891,-0.000034
56284200,0.008556,0.003837,0.000003
56304207,0.008628,0.003828,-0.000031
56324222,0.008629,0.003755,-0.000007
56344206,0.008636,0.003677,0.000025
56364224,0.008754,0.003533,0.000185
56384199,0.008781,0.003422,0.000266
56384211,0.008781,0.003422,0.000266
56404196,0.008809,0.003356,0.000288
56424197,0.008817,0.003328,0.000247
56444191,0.008823,0.003352,0.000145
56464196,0.008833,0.003320,0.000121
56484169,0.008877,0.003283,0.000094
56504210,0.008917,0.003242,0.000076
56525493,0.008942,0.003232,0.000018
56544445,0.008967,0.003154,0.000019
56564239,0.008935,0.003127,-0.000040
56584230,0.008932,0.002991,0.000053
56584250,0.008932,0.002991,0.000053
56604289,0.008927,0.002930,0.000066
56624428,0.008918,0.002929,-0.000017
56644300,0.008916,0.002849,0.000020
56664247,0.008916,0.002849,0.000020
56684536,0.008826,0.002717,0.000042
56704203,0.008813,0.002662,0.000040
56724218,0.008893,0.002628,0.000021
56744204,0.008870,0.002575,0.000025
56764204,0.008966,0.002533,0.000010
56784210,0.008978,0.002506,-0.000029
56784226,0.008978,0.002506,-0.000029
56804232,0.008973,0.002452,-0.000025
56824202,0.008993,0.002359,0.000031
56844288,0.008993,0.002359,0.000031
56864206,0.009061,0.002312,-0.000039
56884203,0.009170,0.002234,0.000008
56904201,0.009281,0.002177,0.000039
56924200,0.009286,0.002131,0.000020
56944228,0.009319,0.002061,0.000047
56964233,0.009344,0.002005,0.000051
56984220,0.009366,0.001907,0.000098
56984237,0.009366,0.001907,0.000098
57004235,0.009373,0.001813,0.000132
57024274,0.009373,0.001813,0.000132
57044214,0.009318,0.001678,0.000166
57064248,0.009274,0.001595,0.000199
57084224,0.009221,0.001567,0.000144
57104194,0.009204,0.001474,0.000205
57124229,0.009204,0.001474,0.000205
57144504,0.009177,0.001356,0.000215
57164485,0.009186,0.001309,0.000198
57184205,0.009194,0.001230,0.000241
57184218,0.009194,0.001230,0.000241
57204206,0.009128,0.001225,0.000180
57224216,0.009188,0.001197,0.000140
57244211,0.009239,0.001132,0.000165
57264253,0.009278,0.001097,0.000141
57284242,0.009278,0.001097,0.000141
57304206,0.009233,0.000997,0.000158
57324201,0.009293,0.000954,0.000151
57344212,0.009384,0.000898,0.000144
57364215,0.009452,0.000855,0.000136
57384208,0.009516,0.000761,0.000170
57384222,0.009516,0.000761,0.000170
57404206,0.009495,0.000682,0.000204
57424202,0.009490,0.000718,0.000066
57444203,0.009488,0.000627,0.000117
57464206,0.009488,0.000511,0.000185
57484197,0.009592,0.000556,0.000036
57504229,0.009647,0.000471,0.000064
57524195,0.009647,0.000471,0.000064
57544249,0.009566,0.000233,0.000230
57564222,0.009571,0.000183,0.000226
57584198,0.009571,0.000151,0.000185
57584209,0.009571,0.000151,0.000185
57604196,0.009571,0.000151,0.000185
57624217,0.009598,0.000110,0.000148
57644212,0.009493,0.000011,0.000148
57664233,0.009464,-0.000038,0.000133
57684198,0.009432,-0.000075,0.000120
57704204,0.009418,-0.000123,0.000105
57724233,0.009406,-0.000175,0.000094
57744367,0.009359,-0.000352,0.000249
57764235,0.009330,-0.000489,0.000353
57784212,0.009313,-0.000588,0.000403
57784226,0.009313,-0.000588,0.000403
57804214,0.009349,-0.000594,0.000316
57824246,0.009391,-0.000615,0.000246
57844358,0.009391,-0.000615,0.000246
57864213,0.009421,-0.000736,0.000230
57884210,0.009454,-0.000751,0.000154
57904211,0.009491,-0.000786,0.000098
57924256,0.009491,-0.000786,0.000098
57944209,0.009530,-0.000906,0.000063
57964218,0.009551,-0.000994,0.000075
57984211,0.009562,-0.001078,0.000082
57984228,0.009562,-0.001078,0.000082
58004208,0.009501,-0.001148,0.000104
58024246,0.009445,-0.001189,0.000089
58044214,0.009334,-0.001199,0.000065
58064206,0.009245,-0.001261,0.000091
58084199,0.009185,-0.001299,0.000072
58104212,0.009135,-0.001338,0.000061
58124215,0.009135,-0.001338,0.000061
58144226,0.009090,-0.001429,0.000024
58164210,0.009013,-0.001473,0.000042
58184199,0.008957,-0.001512,0.000041
58184211,0.008957,-0.001512,0.000041
58204209,0.008897,-0.001545,0.000009
58224262,0.008897,-0.001545,0.000009
58244274,0.008866,-0.001665,0.000002
58264306,0.008862,-0.001685,-0.000067
58284199,0.008860,-0.001757,-0.000063
58304201,0.008856,-0.001879,0.000009
58324202,0.008860,-0.001976,0.000044
58344214,0.008877,-0.002055,0.000039
58364198,0.008892,-0.002110,0.000012
58384196,0.008907,-0.002208,0.000040
58384207,0.008907,-0.002208,0.000040
58404202,0.008959,-0.002278,0.000009
58424203,0.008988,-0.002343,-0.000015
58444197,0.009001,-0.002433,0.000001
58464233,0.009004,-0.002515,0.000011
58484215,0.009010,-0.002591,0.000012
58504203,0.009015,-0.002662,0.000005
58524322,0.009015,-0.002662,0.000005
58544214,0.009038,-0.002793,-0.000007
58564215,0.008994,-0.002830,-0.000025
58584227,0.008951,-0.002864,-0.000038
58584244,0.008951,-0.002864,-0.000038
58604214,0.008853,-0.002881,-0.000033
58624252,0.008751,-0.002909,-0.000023
58644228,0.008679,-0.002945,-0.000012
58664209,0.008640,-0.002977,-0.000035
58684207,0.008610,-0.003035,-0.000032
58704207,0.008571,-0.003136,0.000028
58724208,0.008571,-0.003136,0.000028
58744206,0.008569,-0.003251,-0.000007
58764207,0.008568,-0.003332,0.000011
58784632,0.008562,-0.003389,0.000009
58784650,0.008562,-0.003389,0.000009
58804212,0.008579,-0.003453,-0.000001
58824267,0.008579,-0.003453,-0.000001
58844211,0.008611,-0.003612,0.000006
58864197,0.008626,-0.003702,0.000023
58884201,0.008585,-0.003712,-0.000005
58904200,0.008607,-0.003778,-0.000018
58924196,0.008630,-0.003855,-0.000022
58944211,0.008668,-0.003923,-0.000051
58964208,0.008668,-0.003991,-0.000040
58984203,0.008684,-0.004048,-0.000063
58984217,0.008684,-0.004048,-0.000063
59004224,0.008707,-0.004073,-0.000142
59024236,0.008658,-0.004115,-0.000124
59044221,0.008613,-0.004132,-0.000145
59064210,0.008510,-0.004127,-0.000143
59084198,0.008430,-0.004117,-0.000156
59104205,0.008357,-0.004159,-0.000113
59124205,0.008304,-0.004196,-0.000108
59144216,0.008259,-0.004238,-0.000105
59164219,0.008202,-0.004291,-0.000072
59184205,0.008089,-0.004318,-0.000017
59184221,0.008089,-0.004318,-0.000017
59204201,0.008028,-0.004321,-0.000038
59224367,0.007981,-0.004352,-0.000038
59244195,0.007926,-0.004402,-0.000031
59264202,0.007927,-0.004524,0.000007
59284209,0.007883,-0.004568,0.000018
59304224,0.007883,-0.004568,0.000018
59324263,0.007925,-0.004641,-0.000054
59344226,0.007880,-0.004763,-0.000048
59364897,0.007925,-0.004836,-0.000108
59384206,0.007931,-0.004942,-0.000072
59384220,0.007931,-0.004942,-0.000072
59404207,0.007874,-0.004997,-0.000032
59424250,0.007874,-0.004997,-0.000032
59444198,0.007854,-0.005031,-0.000147
59464199,0.007776,-0.005148,-0.000036
59484194,0.007744,-0.005200,-0.000022
59504211,0.007738,-0.005218,-0.000070
59524234,0.007738,-0.005218,-0.000070
59544219,0.007660,-0.005370,0.000025
59564201,0.007613,-0.005355,-0.000003
59584199,0.007541,-0.005397,0.000042
59584211,0.007541,-0.005397,0.000042
59604201,0.007484,-0.005438,0.000087
59624284,0.007484,-0.005438,0.000087
59644215,0.007415,-0.005415,0.000014
59664211,0.007347,-0.005406,0.000021
59684191,0.007276,-0.005423,0.000062
59704191,0.007268,-0.005431,0.000009
59724240,0.007199,-0.005497,0.000102
59744202,0.007154,-0.005561,0.000139
59764238,0.007105,-0.005617,0.000167
59784259,0.007126,-0.005607,0.000063
59784283,0.007126,-0.005607,0.000063
59804198,0.007080,-0.005700,0.000140
59824221,0.007037,-0.005778,0.000192
59844208,0.007046,-0.005802,0.000138
59864214,0.007037,-0.005829,0.000116
59884209,0.007051,-0.005862,0.000065
59904222,0.007066,-0.005914,0.000032
59924320,0.007066,-0.005914,0.000032
59944218,0.007042,-0.006068,0.000046
59964206,0.007033,-0.006141,0.000044
59984201,0.007047,-0.006194,-0.000000
59984212,0.007047,-0.006194,-0.000000
60004239,0.007047,-0.006194,-0.000000
60024248,0.007027,-0.006279,0.000019
60044220,0.006909,-0.006343,0.000055
60064206,0.006848,-0.006366,0.000060
60084208,0.006790,-0.006398,0.000066
60104202,0.006700,-0.006368,0.000055
60124228,0.006657,-0.006423,0.000059
60144205,0.006581,-0.006392,0.000035
60164218,0.006484,-0.006438,0.000094
60184203,0.006435,-0.006452,0.000070
60184217,0.006435,-0.006452,0.000070
60204196,0.006398,-0.006493,0.000072
60224246,0.006398,-0.006493,0.000072
60244203,0.006329,-0.006606,0.000055
60264202,0.006305,-0.006642,0.000023
60284198,0.006258,-0.006703,0.000039
60304200,0.006238,-0.006767,0.000009
60324213,0.006238,-0.006767,0.000009
60344240,0.006151,-0.006939,0.000058
60364237,0.006146,-0.006995,0.000018
60384206,0.006121,-0.007064,0.000004
60384221,0.006121,-0.007064,0.000004
60404195,0.006119,-0.007128,-0.000037
60424245,0.006118,-0.007207,-0.000076
60444199,0.006034,-0.007304,-0.000004
60464205,0.005947,-0.007404,0.000085
60484206,0.005954,-0.007445,0.000010
60504206,0.005945,-0.007487,-0.000042
60524429,0.005910,-0.007537,-0.000059
60544213,0.005800,-0.007550,-0.000003
60564223,0.005727,-0.007564,-0.000002
60584207,0.005696,-0.007566,-0.000054
60584224,0.005696,-0.007566,-0.000054
60604175,0.005696,-0.007566,-0.000054
60624223,0.005540,-0.007664,0.000011
60644209,0.005459,-0.007624,-0.000003
60664741,0.005385,-0.007619,0.000004
60684211,0.005385,-0.007619,0.000004
60704232,0.005224,-0.007655,0.000041
60724211,0.005189,-0.007676,0.000015
60744229,0.005173,-0.007697,-0.000058
60764198,0.005124,-0.007747,-0.000061
60784215,0.005029,-0.007822,0.000026
60784231,0.005029,-0.007822,0.000026
60804212,0.004965,-0.007814,0.000026
60824283,0.004957,-0.007865,-0.000018
60844209,0.004894,-0.007872,-0.000017
60864196,0.004899,-0.007961,-0.000054
60884198,0.004859,-0.007978,-0.000062
60904200,0.004880,-0.008063,-0.000116
60924216,0.004841,-0.008093,-0.000126
60944217,0.004786,-0.008132,-0.000107
60964208,0.004711,-0.008177,-0.000079
60984210,0.004676,-0.008293,-0.000056
60984228,0.004676,-0.008293,-0.000056
61004203,0.004641,-0.008309,-0.000067
61024220,0.004641,-0.008309,-0.000067
61044214,0.004507,-0.008322,-0.000044
61064209,0.004452,-0.008302,-0.000051
61084191,0.004402,-0.008305,-0.000056
61104200,0.004344,-0.008321,-0.000058
61124199,0.004322,-0.008334,-0.000113
61144258,0.004294,-0.008356,-0.000152
61164228,0.004294,-0.008356,-0.000152
61184201,0.004177,-0.008426,-0.000117
61184214,0.004177,-0.008426,-0.000117
61204209,0.004158,-0.008456,-0.000159
61224223,0.004093,-0.008517,-0.000119
61244222,0.004025,-0.008580,-0.000084
61264208,0.003988,-0.008641,-0.000093
61284209,0.003997,-0.008686,-0.000173
