TimeUS,u_x,u_y,u_z
373944295,-0.004065,0.007514,0.000011
373964213,-0.004018,0.007597,0.000045
373984212,-0.003974,0.007607,0.000057
373984231,-0.003974,0.007607,0.000057
374004227,-0.003963,0.007711,0.000067
374024222,-0.003927,0.007738,0.000067
374044219,-0.003905,0.007784,0.000061
374064219,-0.003869,0.007746,0.000040
374084214,-0.003816,0.007658,0.000029
374104275,-0.003766,0.007633,0.000021
374124218,-0.003718,0.007626,0.000013
374144206,-0.003669,0.007574,0.000008
374164198,-0.003620,0.007544,0.000006
374184194,-0.003542,0.007566,0.000057
374184203,-0.003542,0.007566,0.000057
374204225,-0.003516,0.007599,0.000048
374224252,-0.003516,0.007599,0.000048
374244218,-0.003417,0.007707,0.000098
374264226,-0.003359,0.007771,0.000137
374284231,-0.003392,0.007803,0.000052
374304279,-0.003392,0.007803,0.000052
374324214,-0.003313,0.007867,0.000070
374344248,-0.003215,0.007909,0.000140
374364220,-0.003191,0.007872,0.000087
374384217,-0.003143,0.007883,0.000090
374384241,-0.003143,0.007883,0.000090
374404230,-0.003039,0.007912,0.000166
374424222,-0.003039,0.007912,0.000166
374444213,-0.003015,0.007929,0.000113
374464259,-0.002975,0.007978,0.000121
374484202,-0.002944,0.008161,0.000056
374504248,-0.002944,0.008161,0.000056
374524217,-0.002860,0.008221,0.000032
374544204,-0.002807,0.008259,0.000040
374564248,-0.002782,0.008280,-0.000002
374584214,-0.002775,0.008245,-0.000072
374584230,-0.002775,0.008245,-0.000072
374604236,-0.002711,0.008244,-0.000050
374624209,-0.002646,0.008256,-0.000033
374644199,-0.002653,0.008299,-0.000132
374664200,-0.002580,0.008341,-0.000088
374684202,-0.002442,0.008336,0.000040
374704235,-0.002390,0.008337,0.000042
374724194,-0.002361,0.008339,0.000020
374744279,-0.002242,0.008390,0.000087
374764192,-0.002221,0.008355,0.000027
374784198,-0.002135,0.008346,0.000091
374784210,-0.002135,0.008346,0.000091
374804225,-0.002104,0.008371,0.000062
374824220,-0.002063,0.008386,0.000042
374844234,-0.002068,0.008394,-0.000036
374864235,-0.002004,0.008415,-0.000019
374884223,-0.001920,0.008387,0.000016
374904343,-0.001920,0.008387,0.000016
374924221,-0.001879,0.008553,-0.000057
374944203,-0.001810,0.008564,-0.000039
374964208,-0.001795,0.008683,-0.000070
374984211,-0.001778,0.008712,-0.000104
374984227,-0.001778,0.008712,-0.000104
375004221,-0.001778,0.008712,-0.000104
375024250,-0.001667,0.008798,-0.000076
375044234,-0.001623,0.008844,-0.000085
375064213,-0.001543,0.008898,-0.000048
375084201,-0.001472,0.008882,-0.000015
375104375,-0.001472,0.008882,-0.000015
375124208,-0.001399,0.008878,-0.000034
375144346,-0.001327,0.008843,0.000012
375164229,-0.001280,0.008838,0.000006
375184230,-0.001302,0.008835,-0.000105
375184255,-0.001302,0.008835,-0.000105
375204226,-0.001183,0.008855,0.000003
375224227,-0.001096,0.008815,0.000063
375244200,-0.001106,0.008788,-0.000009
375264218,-0.001062,0.008794,-0.000016
375284202,-0.000961,0.008805,0.000062
375304256,-0.000975,0.008852,-0.000046
375324380,-0.000975,0.008852,-0.000046
375344230,-0.000828,0.008936,0.000013
375364192,-0.000786,0.008909,0.000001
375384159,-0.000786,0.008909,0.000001
375384171,-0.000786,0.008909,0.000001
375404228,-0.000708,0.008933,-0.000043
375424215,-0.000647,0.008958,-0.000024
375444283,-0.000590,0.008981,-0.000011
375464215,-0.000518,0.009001,0.000011
375484208,-0.000506,0.009037,-0.000051
375504248,-0.000443,0.009094,-0.000041
375524246,-0.000443,0.009094,-0.000041
375544243,-0.000304,0.009199,-0.000003
375564211,-0.000277,0.009182,-0.000028
375584317,-0.000277,0.009182,-0.000028
375584340,-0.000277,0.009182,-0.000028
375604253,-0.000226,0.009186,-0.000024
375624359,-0.000107,0.009079,0.000052
375644228,-0.000041,0.009075,0.000074
375664208,-0.000032,0.009079,0.000008
375684208,0.000037,0.009094,0.000024
375704235,0.000037,0.009094,0.000024
375724280,0.000074,0.009113,-0.000004
375744202,0.000174,0.009184,-0.000050
375764209,0.000174,0.009184,-0.000050
375784217,0.000318,0.009115,0.000005
375784235,0.000318,0.009115,0.000005
375804211,0.000381,0.009094,0.000016
375824455,0.000381,0.009094,0.000016
375844210,0.000512,0.009032,0.000077
375864191,0.000540,0.008996,0.000051
375884186,0.000566,0.008977,0.000011
375904201,0.000653,0.008960,0.000055
375924208,0.000729,0.008951,0.000085
375944205,0.000778,0.008959,0.000064
375964217,0.000788,0.008986,-0.000018
375984214,0.000839,0.009018,-0.000046
375984233,0.000839,0.009018,-0.000046
376004344,0.000931,0.009044,-0.000007
376024215,0.001005,0.009065,0.000011
376044256,0.001059,0.009030,0.000017
376064216,0.001102,0.009007,0.000015
376084210,0.001136,0.009012,-0.000018
376104273,0.001136,0.009012,-0.000018
376124268,0.001240,0.008894,0.000014
376144217,0.001308,0.008867,0.000033
376164199,0.001298,0.008884,-0.000075
376184212,0.001381,0.008877,-0.000047
376184229,0.001381,0.008877,-0.000047
376204220,0.001428,0.008900,-0.000077
376224232,0.001487,0.008938,-0.000101
376244229,0.001544,0.008997,-0.000149
376264202,0.001624,0.008933,-0.000088
376284212,0.001620,0.008931,-0.000167
376304208,0.001684,0.008918,-0.000165
376324311,0.001684,0.008918,-0.000165
376344220,0.001759,0.008824,-0.000179
376364204,0.001805,0.008820,-0.000206
376384195,0.001808,0.008837,-0.000297
376384206,0.001808,0.008837,-0.000297
376404472,0.001860,0.008772,-0.000290
376424268,0.001860,0.008772,-0.000290
376444290,0.002025,0.008695,-0.000178
376464197,0.002085,0.008687,-0.000203
376484191,0.002141,0.008696,-0.000222
376504197,0.002239,0.008690,-0.000157
376524230,0.002325,0.008678,-0.000113
376544274,0.002405,0.008677,-0.000093
376564230,0.002405,0.008677,-0.000093
376584197,0.002479,0.008628,-0.000131
376584208,0.002479,0.008628,-0.000131
376604213,0.002519,0.008630,-0.000169
376624212,0.002562,0.008551,-0.000128
376644427,0.002562,0.008551,-0.000128
376664218,0.002616,0.008484,-0.000146
376684240,0.002653,0.008475,-0.000174
376704213,0.002682,0.008509,-0.000226
376724244,0.002735,0.008521,-0.000222
376744228,0.002783,0.008549,-0.000248
376764210,0.002823,0.008595,-0.000291
376784199,0.002891,0.008622,-0.000295
376784212,0.002891,0.008622,-0.000295
376804207,0.002911,0.008584,-0.000307
376824219,0.002952,0.008540,-0.000280
376844223,0.002989,0.008521,-0.000297
376864226,0.002967,0.008436,-0.000337
376884205,0.002964,0.008312,-0.000314
376904224,0.002964,0.008312,-0.000314
376924219,0.002978,0.008022,-0.000199
376944216,0.003026,0.007943,-0.000143
376964202,0.003048,0.007889,-0.000145
376984206,0.003074,0.007864,-0.000158
376984220,0.003074,0.007864,-0.000158
377004237,0.003126,0.007853,-0.000154
377024205,0.003158,0.007774,-0.000109
377044275,0.003184,0.007732,-0.000103
377064207,0.003209,0.007727,-0.000136
377084193,0.003225,0.007672,-0.000133
377104228,0.003247,0.007647,-0.000149
377124223,0.003274,0.007619,-0.000159
377144213,0.003336,0.007581,-0.000117
377164208,0.003385,0.007498,-0.000058
377184213,0.003438,0.007456,-0.000023
377184226,0.003438,0.007456,-0.000023
377204215,0.003463,0.007458,-0.000057
377224233,0.003504,0.007473,-0.000083
377244227,0.003561,0.007507,-0.000114
377264214,0.003561,0.007507,-0.000114
377284216,0.003633,0.007484,-0.000143
377304246,0.003709,0.007478,-0.000113
377324345,0.003709,0.007478,-0.000113
377344245,0.003882,0.007486,-0.000055
377364344,0.003882,0.007486,-0.000055
377384210,0.003995,0.007513,-0.000093
377384226,0.003995,0.007513,-0.000093
377404223,0.004084,0.007562,-0.000112
377424225,0.004113,0.007569,-0.000143
377444203,0.004205,0.007568,-0.000108
377464429,0.004345,0.007537,0.000002
377484207,0.004406,0.007568,-0.000022
377504213,0.004499,0.007579,-0.000000
377524207,0.004558,0.007545,0.000031
377544217,0.004572,0.007574,-0.000059
377564212,0.004599,0.007598,-0.000113
377584228,0.004689,0.007572,-0.000059
377584262,0.004689,0.007572,-0.000059
377604223,0.004707,0.007531,-0.000068
377624428,0.004725,0.007515,-0.000085
377644196,0.004793,0.007479,-0.000041
377664271,0.004860,0.007442,0.000008
377684319,0.004860,0.007442,0.000008
377704199,0.004995,0.007457,-0.000012
377724217,0.005078,0.007443,0.000017
377744213,0.005106,0.007390,0.000036
377764219,0.005122,0.007370,0.000003
377784199,0.005213,0.007333,0.000041
377784213,0.005213,0.007333,0.000041
377804227,0.005291,0.007303,0.000067
377824228,0.005319,0.007325,-0.000029
377844905,0.005313,0.007276,-0.000069
377864204,0.005308,0.007260,-0.000138
377884228,0.005372,0.007220,-0.000112
377904224,0.005419,0.007221,-0.000161
377924212,0.005475,0.007200,-0.000152
377944210,0.005564,0.007157,-0.000086
377964229,0.005618,0.007183,-0.000151
377984213,0.005684,0.007197,-0.000199
377984231,0.005684,0.007197,-0.000199
378004233,0.005758,0.007167,-0.000181
378024250,0.005758,0.007167,-0.000181
378044234,0.005806,0.007052,-0.000159
378064210,0.005773,0.006960,-0.000165
378084206,0.005777,0.006882,-0.000155
378104206,0.005737,0.006772,-0.000159
378124235,0.005737,0.006772,-0.000159
378144216,0.005686,0.006677,-0.000241
378164204,0.005726,0.006598,-0.000174
378184210,0.005706,0.006507,-0.000154
378184227,0.005706,0.006507,-0.000154
378204284,0.005705,0.006463,-0.000161
378224238,0.005705,0.006463,-0.000161
378244191,0.005768,0.006327,-0.000092
378264203,0.005805,0.006269,-0.000068
378284224,0.005825,0.006264,-0.000116
378304305,0.005825,0.006264,-0.000116
378324206,0.005914,0.006262,-0.000174
378344214,0.005972,0.006256,-0.000181
378364209,0.006055,0.006237,-0.000152
378384225,0.006060,0.006215,-0.000188
378384245,0.006060,0.006215,-0.000188
378404224,0.006098,0.006204,-0.000211
378424255,0.006131,0.006183,-0.000227
378444608,0.006211,0.006129,-0.000183
378464212,0.006302,0.006074,-0.000109
378484210,0.006380,0.006083,-0.000147
378504227,0.006463,0.006089,-0.000170
378524217,0.006471,0.006026,-0.000158
378544258,0.006509,0.005938,-0.000096
378564211,0.006490,0.005857,-0.000092
378584203,0.006493,0.005841,-0.000155
378584218,0.006493,0.005841,-0.000155
378604207,0.006514,0.005788,-0.000174
378624221,0.006453,0.005747,-0.000254
378644203,0.006478,0.005627,-0.000175
378664203,0.006485,0.005580,-0.000216
378684208,0.006515,0.005526,-0.000223
378704217,0.006579,0.005464,-0.000182
378724315,0.006579,0.005464,-0.000182
378744471,0.006650,0.005423,-0.000265
378764195,0.006668,0.005370,-0.000280
378784207,0.006702,0.005333,-0.000308
378784226,0.006702,0.005333,-0.000308
378804219,0.006745,0.005268,-0.000288
378824203,0.006745,0.005268,-0.000288
378844213,0.006847,0.005069,-0.000118
378864197,0.006857,0.005036,-0.000157
378884191,0.006887,0.005008,-0.000170
378904191,0.006940,0.004973,-0.000154
378924248,0.006987,0.004936,-0.000142
378944226,0.006987,0.004936,-0.000142
378964214,0.007100,0.004857,-0.000086
378984220,0.007164,0.004853,-0.000097
378984242,0.007164,0.004853,-0.000097
379004229,0.007220,0.004911,-0.000206
379024219,0.007287,0.004881,-0.000174
379044332,0.007302,0.004861,-0.000194
379064213,0.007333,0.004830,-0.000177
379084217,0.007391,0.004779,-0.000122
379104207,0.007452,0.004733,-0.000060
379124194,0.007442,0.004700,-0.000079
379144295,0.007442,0.004700,-0.000079
379164215,0.007423,0.004602,-0.000062
379184211,0.007424,0.004535,-0.000030
379184227,0.007424,0.004535,-0.000030
379204200,0.007436,0.004502,-0.000033
379224281,0.007436,0.004502,-0.000033
379244222,0.007508,0.004447,-0.000037
379264215,0.007560,0.004452,-0.000067
379284206,0.007637,0.004401,-0.000019
379304203,0.007628,0.004338,0.000008
379324210,0.007638,0.004294,0.000033
379344204,0.007745,0.004256,0.000074
379364259,0.007754,0.004217,0.000074
379384201,0.007791,0.004169,0.000103
379384213,0.007791,0.004169,0.000103
379404169,0.007861,0.004107,0.000150
379424162,0.007861,0.004107,0.000150
379444190,0.007999,0.004056,0.000166
379464212,0.008074,0.003997,0.000212
379484205,0.008136,0.003977,0.000217
379504192,0.008136,0.003958,0.000202
379524563,0.008147,0.003933,0.000193
379544231,0.008147,0.003933,0.000193
379564419,0.008175,0.003829,0.000223
379584259,0.008175,0.003829,0.000223
379584293,0.008175,0.003829,0.000223
379604219,0.008138,0.003760,0.000199
379624238,0.008142,0.003755,0.000138
379644355,0.008092,0.003672,0.000166
379664263,0.008092,0.003672,0.000166
379684220,0.008086,0.003537,0.000205
379704205,0.008090,0.003515,0.000172
379724226,0.008132,0.003477,0.000158
379744206,0.008191,0.003366,0.000275
379764204,0.008172,0.003380,0.000180
379784205,0.008174,0.003322,0.000202
379784220,0.008174,0.003322,0.000202
379804212,0.008196,0.003242,0.000254
379824240,0.008220,0.003227,0.000222
379844209,0.008280,0.003104,0.000346
379864216,0.008280,0.003001,0.000431
379884209,0.008274,0.002989,0.000360
379904202,0.008286,0.002958,0.000334
379924230,0.008314,0.002947,0.000287
379944207,0.008353,0.002890,0.000304
379964198,0.008413,0.002853,0.000295
379984201,0.008482,0.002813,0.000308
379984214,0.008482,0.002813,0.000308
380004228,0.008531,0.002844,0.000194
380024228,0.008617,0.002745,0.000273
380044431,0.008670,0.002649,0.000331
380064226,0.008628,0.002541,0.000391
380084237,0.008556,0.002402,0.000506
380104205,0.008556,0.002402,0.000506
380124350,0.008467,0.002495,0.000230
380144224,0.008467,0.002495,0.000230
380164272,0.008385,0.002451,0.000139
380184219,0.008333,0.002421,0.000130
380184236,0.008333,0.002421,0.000130
380204174,0.008333,0.002421,0.000130
380224242,0.008342,0.002291,0.000184
380244219,0.008369,0.002256,0.000154
380264216,0.008369,0.002256,0.000154
380284227,0.008479,0.002145,0.000167
380304362,0.008461,0.002117,0.000118
380327168,0.008480,0.002087,0.000068
380344213,0.008431,0.002067,0.000016
380364218,0.008416,0.002000,0.000035
380384207,0.008501,0.001965,-0.000000
380384223,0.008501,0.001965,-0.000000
380404207,0.008501,0.001869,0.000071
380424223,0.008578,0.001802,0.000093
380444204,0.008608,0.001758,0.000071
380464200,0.008710,0.001731,0.000018
380484198,0.008732,0.001672,0.000020
380504260,0.008767,0.001559,0.000092
380524241,0.008803,0.001473,0.000127
380544211,0.008861,0.001454,0.000054
380564218,0.008861,0.001454,0.000054
380584196,0.008869,0.001236,0.000217
380584208,0.008869,0.001236,0.000217
380604206,0.008886,0.001204,0.000167
380624253,0.008901,0.001121,0.000203
380644209,0.008901,0.001121,0.000203
380664196,0.008939,0.001061,0.000096
380684195,0.008974,0.000998,0.000090
380704193,0.009027,0.000918,0.000104
380724239,0.009066,0.000845,0.000113
380744222,0.009066,0.000845,0.000113
380764207,0.008975,0.000713,0.000126
380784214,0.008975,0.000693,0.000058
380784232,0.008975,0.000693,0.000058
380804250,0.008975,0.000693,0.000058
380824267,0.008906,0.000575,0.000056
380844209,0.008877,0.000516,0.000056
380864228,0.008877,0.000516,0.000056
380884208,0.008877,0.000402,0.000048
380904211,0.008894,0.000328,0.000076
380924236,0.008921,0.000254,0.000088
380944198,0.008960,0.000222,0.000046
380964214,0.009012,0.000148,0.000055
380984211,0.009067,0.000066,0.000078
380984228,0.009067,0.000066,0.000078
381004207,0.009041,0.000018,0.000075
381024226,0.009041,-0.000017,0.000050
381044207,0.009043,-0.000069,0.000044
381064204,0.009018,-0.000169,0.000113
381084201,0.009036,-0.000221,0.000104
381104203,0.008997,-0.000223,0.000038
381124233,0.008976,-0.000263,0.000018
381144238,0.008968,-0.000341,0.000049
381164212,0.008896,-0.000388,0.000066
381184204,0.008929,-0.000454,0.000072
381184217,0.008929,-0.000454,0.000072
381204205,0.008905,-0.000472,0.000021
381224193,0.008899,-0.000516,0.000037
381244260,0.008917,-0.000561,0.000028
381264274,0.008917,-0.000561,0.000028
381284189,0.008935,-0.000711,0.000104
381304190,0.008884,-0.000775,0.000148
381324304,0.008845,-0.000838,0.000179
381344217,0.008819,-0.000896,0.000192
381364213,0.008731,-0.000938,0.000218
381384201,0.008692,-0.000941,0.000161
381384212,0.008692,-0.000941,0.000161
381404376,0.008689,-0.000970,0.000137
381424202,0.008689,-0.000970,0.000137
381444230,0.008734,-0.001013,0.000063
381464218,0.008756,-0.001066,0.000057
381484214,0.008800,-0.001127,0.000059
381504209,0.008846,-0.001195,0.000077
381524264,0.008846,-0.001195,0.000077
381544191,0.008893,-0.001229,0.000047
381564207,0.008835,-0.001292,0.000052
381584222,0.008782,-0.001322,0.000070
381584242,0.008782,-0.001322,0.000070
381604202,0.008730,-0.001380,0.000112
381624342,0.008730,-0.001380,0.000112
381644233,0.008718,-0.001448,0.000103
381664213,0.008717,-0.001512,0.000140
381684199,0.008746,-0.001571,0.000157
381704207,0.008793,-0.001586,0.000095
381724202,0.008840,-0.001639,0.000093
381744216,0.008793,-0.001707,0.000150
381764221,0.008753,-0.001773,0.000203
381784194,0.008735,-0.001809,0.000202
381784205,0.008735,-0.001809,0.000202
381804212,0.008780,-0.001810,0.000133
381824734,0.008812,-0.001848,0.000095
381844225,0.008827,-0.001890,0.000068
381864221,0.008828,-0.001955,0.000095
381884216,0.008763,-0.002016,0.000149
381904192,0.008803,-0.002150,0.000227
381924215,0.008803,-0.002150,0.000227
381944212,0.008809,-0.002299,0.000273
381964217,0.008866,-0.002347,0.000222
381984238,0.008866,-0.002347,0.000222
381984266,0.008866,-0.002347,0.000222
382004225,0.008834,-0.002462,0.000235
382025637,0.008817,-0.002526,0.000247
382044342,0.008817,-0.002526,0.000247
382064299,0.008750,-0.002611,0.000242
382084222,0.008750,-0.002611,0.000242
382104198,0.008637,-0.002695,0.000242
382124419,0.008637,-0.002695,0.000242
382144229,0.008594,-0.002688,0.000175
382164199,0.008452,-0.002766,0.000194
382184202,0.008401,-0.002800,0.000180
382184213,0.008401,-0.002800,0.000180
382204211,0.008368,-0.002827,0.000140
382224226,0.008343,-0.002901,0.000171
382244223,0.008327,-0.002970,0.000181
382264200,0.008339,-0.003008,0.000137
382284215,0.008298,-0.003021,0.000100
382304208,0.008279,-0.003035,0.000053
382324240,0.008279,-0.003035,0.000053
382344216,0.008290,-0.003067,0.000000
382364208,0.008087,-0.003066,-0.000021
382384228,0.007963,-0.003058,-0.000010
382384249,0.007963,-0.003058,-0.000010
382404218,0.007839,-0.003016,-0.000047
382424194,0.007743,-0.003036,-0.000017
382444221,0.007665,-0.003063,0.000002
382464218,0.007616,-0.003074,-0.000012
382484251,0.007582,-0.003120,0.000009
382504240,0.007593,-0.003146,-0.000029
382524235,0.007593,-0.003146,-0.000029
382544379,0.007514,-0.003287,0.000094
382565941,0.007497,-0.003312,0.000085
382584209,0.007455,-0.003309,0.000063
382584225,0.007455,-0.003309,0.000063
382604209,0.007410,-0.003363,0.000112
382624248,0.007392,-0.003427,0.000147
382644233,0.007347,-0.003435,0.000142
382664215,0.007317,-0.003482,0.000164
382684209,0.007320,-0.003525,0.000150
382704209,0.007339,-0.003569,0.000124
382724220,0.007353,-0.003639,0.000145
382744213,0.007398,-0.003715,0.000130
382764203,0.007475,-0.003771,0.000066
382784205,0.007469,-0.003804,0.000046
382784220,0.007469,-0.003804,0.000046
382804207,0.007448,-0.003868,0.000073
382824417,0.007448,-0.003868,0.000073
382844208,0.007516,-0.003985,0.000021
382864205,0.007525,-0.004065,0.000031
382884193,0.007557,-0.004122,0.000008
382904207,0.007580,-0.004228,0.000048
382924204,0.007635,-0.004328,0.000024
382944197,0.007635,-0.004328,0.000024
382964211,0.007716,-0.004480,-0.000007
382984208,0.007732,-0.004560,0.000004
382984224,0.007732,-0.004560,0.000004
383004226,0.007739,-0.004667,0.000039
383024320,0.007739,-0.004667,0.000039
383044538,0.007728,-0.004770,0.000028
383064238,0.007654,-0.004772,0.000043
383084225,0.007654,-0.004772,0.000043
383104229,0.007447,-0.004754,0.000088
383124290,0.007447,-0.004754,0.000088
383144223,0.007329,-0.004667,-0.000028
383164490,0.007215,-0.004620,-0.000035
383184337,0.007220,-0.004636,-0.000091
383184372,0.007220,-0.004636,-0.000091
383204222,0.007127,-0.004642,-0.000068
383224228,0.007078,-0.004630,-0.000102
383244212,0.007002,-0.004698,-0.000032
383264209,0.006967,-0.004768,-0.000003
383284220,0.006970,-0.004837,-0.000009
383304220,0.006905,-0.004880,0.000051
383324204,0.006831,-0.004963,0.000123
383344287,0.006831,-0.004963,0.000123
383364227,0.006855,-0.005044,0.000038
383384200,0.006863,-0.005111,0.000020
383384213,0.006863,-0.005111,0.000020
383404328,0.006857,-0.005126,-0.000034
383424269,0.006857,-0.005126,-0.000034
383444162,0.006856,-0.005144,-0.000101
383464206,0.006827,-0.005293,-0.000051
383484192,0.006812,-0.005386,-0.000016
383504200,0.006851,-0.005439,-0.000086
383524243,0.006851,-0.005439,-0.000086
383544232,0.006823,-0.005497,-0.000133
383564194,0.006736,-0.005550,-0.000044
383584204,0.006729,-0.005599,-0.000076
383584218,0.006729,-0.005599,-0.000076
383604219,0.006670,-0.005612,-0.000064
383624263,0.006607,-0.005660,-0.000021
383645558,0.006557,-0.005710,0.000001
383664217,0.006565,-0.005741,-0.000059
383684221,0.006546,-0.005813,-0.000043
383704237,0.006578,-0.005871,-0.000101
383724227,0.006578,-0.005871,-0.000101
383744240,0.006568,-0.006056,-0.000092
383764206,0.006576,-0.006066,-0.000161
383784217,0.006529,-0.006135,-0.000130
383784237,0.006529,-0.006135,-0.000130
383804226,0.006528,-0.006191,-0.000177
383824209,0.006433,-0.006204,-0.000131
383844438,0.006399,-0.006226,-0.000158
383864203,0.006345,-0.006287,-0.000122
383884202,0.006296,-0.006341,-0.000098
383904211,0.006274,-0.006401,-0.000117
383924213,0.006214,-0.006505,-0.000051
383944224,0.006197,-0.006589,-0.000050
383964256,0.006197,-0.006589,-0.000050
383984215,0.006179,-0.006755,-0.000070
383984233,0.006179,-0.006755,-0.000070
384004213,0.006160,-0.006841,-0.000065
384024435,0.006098,-0.006882,-0.000033
384044220,0.006060,-0.006917,-0.000005
384064207,0.006069,-0.006928,-0.000070
384084211,0.006084,-0.006957,-0.000112
384104206,0.006036,-0.006954,-0.000128
384124198,0.006001,-0.006957,-0.000152
384144221,0.005962,-0.006969,-0.000170
384164224,0.005875,-0.006999,-0.000108
384184193,0.005796,-0.006977,-0.000091
384184202,0.005796,-0.006977,-0.000091
384204247,0.005735,-0.006977,-0.000081
384224344,0.005735,-0.006977,-0.000081
384244222,0.005634,-0.007016,-0.000041
384264292,0.005604,-0.007051,-0.000044
384284215,0.005537,-0.007124,0.000027
384304232,0.005484,-0.007129,0.000036
384325057,0.005474,-0.007109,-0.000029
384344214,0.005403,-0.007061,-0.000040
384364221,0.005403,-0.007061,-0.000040
384384273,0.005226,-0.007093,0.000072
384384291,0.005226,-0.007093,0.000072
384404235,0.005244,-0.007099,-0.000007
384424233,0.005207,-0.007054,-0.000066
384444221,0.005207,-0.007054,-0.000066
384464217,0.004985,-0.007042,0.000089
384484201,0.004937,-0.007032,0.000071
384504209,0.004868,-0.007068,0.000110
384524277,0.004868,-0.007068,0.000110
384544224,0.004828,-0.007152,0.000060
384564228,0.004852,-0.007206,-0.000006
384584262,0.004740,-0.007217,0.000086
384584276,0.004740,-0.007217,0.000086
384604224,0.004716,-0.007222,0.000066
384624235,0.004683,-0.007271,0.000074
384644212,0.004650,-0.007348,0.000100
384664207,0.004645,-0.007328,0.000038
384684201,0.004595,-0.007350,0.000046
384704209,0.004556,-0.007389,0.000070
384724227,0.004539,-0.007437,0.000063
384744215,0.004488,-0.007509,0.000105
384764199,0.004437,-0.007519,0.000110
384784223,0.004393,-0.007547,0.000117
384784242,0.004393,-0.007547,0.000117
384804193,0.004344,-0.007569,0.000123
384824269,0.004269,-0.007524,0.000144
384844216,0.004215,-0.007510,0.000147
384864199,0.004184,-0.007544,0.000144
384884219,0.004149,-0.007576,0.000144
384904199,0.004149,-0.007576,0.000144
384924258,0.004108,-0.007621,0.000147
384944211,0.004042,-0.007759,0.000165
384964214,0.004009,-0.007834,0.000158
384984211,0.003951,-0.007846,0.000165
384984227,0.003951,-0.007846,0.000165
385004224,0.003935,-0.007875,0.000139
385024228,0.003935,-0.007875,0.000139
385044232,0.003868,-0.007981,0.000127
385064223,0.003848,-0.007954,0.000068
385084217,0.003805,-0.007979,0.000067
385104213,0.003740,-0.007936,0.000071
385124230,0.003681,-0.007928,0.000082
385144228,0.003633,-0.007937,0.000074
385164211,0.003633,-0.007937,0.000074
385184200,0.003538,-0.008045,0.000104
385184212,0.003538,-0.008045,0.000104
385204203,0.003514,-0.008021,0.000073
385224227,0.003466,-0.008036,0.000058
385244205,0.003391,-0.008063,0.000110
385264209,0.003271,-0.008118,0.000216
385284208,0.003284,-0.008169,0.000160
385304218,0.003238,-0.008235,0.000191
385324233,0.003140,-0.008257,0.000274
385344219,0.003187,-0.008250,0.000144
385364278,0.003181,-0.008270,0.000095
385384208,0.003143,-0.008342,0.000104
385384222,0.003143,-0.008342,0.000104
385404173,0.003143,-0.008342,0.000104
385424216,0.003082,-0.008406,0.000075
385444290,0.003024,-0.008428,0.000085
385464193,0.002929,-0.008463,0.000158
385484198,0.002847,-0.008493,0.000210
385504220,0.002868,-0.008513,0.000104
385524287,0.002860,-0.008566,0.000053
385544215,0.002860,-0.008566,0.000053
385564242,0.002651,-0.008596,0.000194
385584214,0.002683,-0.008611,0.000085
385584230,0.002683,-0.008611,0.000085
385604238,0.002618,-0.008650,0.000130
385624369,0.002618,-0.008650,0.000130
385644233,0.002518,-0.008598,0.000137
385664210,0.002458,-0.008602,0.000157
385684216,0.002400,-0.008558,0.000158
385704207,0.002346,-0.008625,0.000163
385724236,0.002284,-0.008582,0.000176
385744230,0.002265,-0.008589,0.000130
385764211,0.002254,-0.008610,0.000074
385784203,0.002198,-0.008646,0.000099
385784217,0.002198,-0.008646,0.000099
385804217,0.002095,-0.008616,0.000158
385824219,0.002054,-0.008526,0.000141
385844304,0.002054,-0.008526,0.000141
385864223,0.001954,-0.008484,0.000134
385884210,0.001913,-0.008504,0.000128
385904204,0.001900,-0.008537,0.000075
385924204,0.001803,-0.008579,0.000147
385944212,0.001765,-0.008645,0.000128
385964200,0.001730,-0.008716,0.000099
385984196,0.001620,-0.008775,0.000177
385984205,0.001620,-0.008775,0.000177
386004209,0.001614,-0.008850,0.000110
386024196,0.001614,-0.008850,0.000110
386044307,0.001506,-0.008851,0.000098
386064236,0.001439,-0.008858,0.000123
386084195,0.001403,-0.008835,0.000098
386104159,0.001403,-0.008835,0.000098
386124233,0.001345,-0.008831,0.000050
386144207,0.001276,-0.008819,0.000079
386164312,0.001196,-0.008756,0.000125
386184236,0.001147,-0.008745,0.000113
386184260,0.001147,-0.008745,0.000113
386204231,0.001072,-0.008753,0.000144
386224228,0.001011,-0.008764,0.000163
386244212,0.000969,-0.008811,0.000143
386264203,0.000934,-0.008841,0.000119
386284260,0.000934,-0.008841,0.000119
386304206,0.000836,-0.008788,0.000106
386324242,0.000811,-0.008805,0.000053
386344227,0.000782,-0.008763,0.000017
386364209,0.000690,-0.008732,0.000076
386384409,0.000624,-0.008754,0.000105
386384429,0.000624,-0.008754,0.000105
386404203,0.000637,-0.008790,0.000011
386424240,0.000537,-0.008809,0.000080
386444200,0.000436,-0.008769,0.000165
386464200,0.000398,-0.008769,0.000146
386484198,0.000324,-0.008772,0.000184
386504215,0.000302,-0.008799,0.000139
386524225,0.000248,-0.008846,0.000142
386544271,0.000248,-0.008846,0.000142
386564215,0.000095,-0.008799,0.000227
386584204,0.000096,-0.008823,0.000153
386584221,0.000096,-0.008823,0.000153
386604221,0.000042,-0.008848,0.000152
386624210,0.000064,-0.008830,0.000068
