TimeUS,PosX,PosY,PosZ,VelX,VelY,VelZ,AccX,AccY,AccZ
100344202,-0.452545,-1.404245,2.033025,-0.411482,0.146136,0.001357,0.009479,0.120250,0.007309
100544176,-0.536781,-1.371192,2.030330,-0.415779,0.174890,-0.007058,0.002668,0.125821,-0.004164
100744208,-0.614924,-1.337062,2.030342,-0.402061,0.191162,-0.003966,0.016209,0.116623,-0.000138
100944191,-0.695870,-1.293732,2.028214,-0.401863,0.222922,-0.008081,0.012507,0.126188,-0.004793
101144167,-0.771475,-1.247579,2.027441,-0.386672,0.244856,-0.005754,0.026228,0.122161,-0.000762
101344182,-0.845816,-1.196763,2.026015,-0.372726,0.266764,-0.006899,0.036301,0.119046,-0.002008
101544199,-0.918498,-1.141892,2.024955,-0.362277,0.288228,-0.006094,0.039772,0.116527,-0.000552
101744203,-0.982596,-1.084626,2.024400,-0.333746,0.303557,-0.002945,0.061547,0.107675,0.003881
101944162,-1.042581,-1.022322,2.024824,-0.306793,0.323593,0.001696,0.076742,0.106122,0.008918
102144215,-1.100172,-0.956354,2.025322,-0.283160,0.339339,0.004123,0.086220,0.098672,0.010125
102344193,-1.153124,-0.886653,2.025048,-0.259763,0.357265,0.003001,0.093375,0.095754,0.007013
102544192,-1.202529,-0.816870,2.028738,-0.240217,0.367747,0.012625,0.093592,0.087374,0.015844
102744194,-1.247132,-0.742037,2.028997,-0.217331,0.382951,0.009461,0.097489,0.084718,0.009606
102944202,-1.286909,-0.665715,2.028843,-0.193212,0.394687,0.005056,0.102305,0.079283,0.002750
103144191,-1.325483,-0.584091,2.029708,-0.177644,0.412308,0.004777,0.097463,0.080260,0.001693
103344181,-1.358513,-0.502702,2.031637,-0.156542,0.420014,0.008074,0.099263,0.070641,0.005106
103544183,-1.385891,-0.417958,2.030160,-0.131040,0.432172,-0.000127,0.105329,0.068712,-0.005038
103744171,-1.409035,-0.333571,2.029983,-0.107589,0.436455,-0.000982,0.107682,0.058614,-0.004660
103944190,-1.427364,-0.249119,2.028406,-0.082596,0.437719,-0.006198,0.111801,0.047835,-0.009746
104144186,-1.439977,-0.167003,2.027861,-0.054684,0.424770,-0.005451,0.117145,0.023385,-0.006659
104344184,-1.448586,-0.078477,2.027931,-0.031398,0.437674,-0.002875,0.116929,0.031919,-0.002261
104544198,-1.451144,0.007117,2.027028,-0.003616,0.437453,-0.004765,0.122050,0.025182,-0.004286
104744196,-1.450125,0.092247,2.028564,0.019313,0.433422,0.001315,0.120576,0.015696,0.002987
104944192,-1.442046,0.179114,2.026986,0.048189,0.437037,-0.002902,0.125503,0.016796,-0.001850
105144166,-1.430309,0.265836,2.027395,0.071619,0.435514,0.000058,0.123363,0.010151,0.002030
105344220,-1.409144,0.351186,2.022417,0.108150,0.432470,-0.012632,0.135910,0.004990,-0.011426
105544615,-1.386076,0.436505,2.021567,0.131679,0.426958,-0.010450,0.131960,-0.002083,-0.007213
105744179,-1.359343,0.516152,2.019596,0.152123,0.411235,-0.011279,0.125757,-0.018454,-0.006657
105944191,-1.328021,0.597488,2.018920,0.173295,0.405844,-0.008544,0.121858,-0.020408,-0.002790
106144508,-1.288779,0.680202,2.017608,0.202561,0.403619,-0.007690,0.126846,-0.018716,-0.001222
106344189,-1.245911,0.756485,2.016626,0.227257,0.389349,-0.005343,0.125930,-0.029751,0.002244
106544196,-1.196626,0.830938,2.015995,0.256143,0.375321,-0.003742,0.129922,-0.038617,0.003486
106744188,-1.146799,0.900845,2.016333,0.270850,0.355063,-0.000482,0.117714,-0.052333,0.006035
106944229,-1.090299,0.968589,2.014115,0.294438,0.336395,-0.007221,0.118700,-0.060861,-0.003789
107144197,-1.031938,1.030788,2.012889,0.308115,0.310709,-0.007442,0.106725,-0.076930,-0.003415
107344263,-0.969292,1.090717,2.013793,0.325018,0.292336,-0.001052,0.101004,-0.080872,0.004363
107544194,-0.902061,1.145621,2.012469,0.342946,0.268219,-0.003281,0.098009,-0.089146,0.001188
107744196,-0.832093,1.196227,2.011077,0.360797,0.246612,-0.005573,0.096414,-0.092933,-0.001813
107944259,-0.757529,1.244648,2.012062,0.382195,0.231257,0.000510,0.099263,-0.089038,0.005449
108144200,-0.678961,1.286301,2.011139,0.401398,0.204480,-0.002438,0.097825,-0.099497,0.000463
108344206,-0.597684,1.322799,2.006231,0.416471,0.177371,-0.014621,0.092679,-0.106822,-0.012741
108545018,-0.515023,1.358887,2.008050,0.427047,0.163563,-0.001783,0.083955,-0.098398,0.004757
108744176,-0.431696,1.390450,2.014778,0.434434,0.147696,0.020439,0.073987,-0.093594,0.028868
108944170,-0.344986,1.413965,2.016554,0.445547,0.116892,0.017674,0.070671,-0.106991,0.019308
109144253,-0.257823,1.431866,2.018195,0.449158,0.085172,0.014018,0.059002,-0.118584,0.010413
109344290,-0.172811,1.445906,2.021006,0.444596,0.059852,0.015390,0.041603,-0.120210,0.009581
109544172,-0.083092,1.492000,2.070071,0.451398,0.155241,0.168625,0.038912,0.020689,0.189079
109744377,0.009017,1.464046,2.024106,0.463122,-0.003260,-0.022065,0.044016,-0.152507,-0.054343
109944187,0.091021,1.456449,2.014064,0.434364,-0.043799,-0.044052,0.001265,-0.162443,-0.065259
110144183,0.174819,1.452036,2.018633,0.426631,-0.053816,-0.014445,-0.006830,-0.137409,-0.018262
110344178,0.261892,1.441885,2.020444,0.430394,-0.072008,-0.004436,-0.001116,-0.127447,-0.003911
110544514,0.351068,1.425191,2.019977,0.438846,-0.097100,-0.004173,0.008395,-0.127203,-0.002996
110744187,0.437167,1.404764,2.020578,0.436853,-0.118582,-0.000426,0.005245,-0.123173,0.001803
110944186,0.522745,1.378196,2.019465,0.433494,-0.145146,-0.003700,0.001101,-0.125832,-0.002567
111144165,0.604717,1.347550,2.020751,0.418167,-0.167583,0.001095,-0.016073,-0.122891,0.002811
111344188,0.683808,1.311529,2.018943,0.403376,-0.191898,-0.003808,-0.028386,-0.122308,-0.002797
111544182,0.764691,1.271303,2.018659,0.399930,-0.214285,-0.002572,-0.025961,-0.119764,-0.000630
111744178,0.840602,1.227641,2.018176,0.382986,-0.232767,-0.002262,-0.038297,-0.113627,0.000071
111944181,0.912088,1.180340,2.017157,0.363960,-0.251706,-0.003738,-0.049998,-0.109887,-0.001478
112144184,0.982403,1.127259,2.015809,0.347840,-0.273787,-0.005252,-0.057985,-0.109006,-0.002526
112344179,1.049315,1.071690,2.017531,0.331670,-0.291252,0.002416,-0.063174,-0.103935,0.006551
112544207,1.112873,1.009464,2.015042,0.315246,-0.317564,-0.004929,-0.066696,-0.110189,-0.002775
112744198,1.168277,0.948343,2.013007,0.284355,-0.327456,-0.008811,-0.085519,-0.097638,-0.006757
112944223,1.225992,0.878533,2.014668,0.274757,-0.353881,0.000444,-0.077134,-0.105296,0.005150
113144204,1.276437,0.802621,2.012173,0.250466,-0.383321,-0.006289,-0.087117,-0.114312,-0.003429
113344260,1.320128,0.728469,2.010819,0.218171,-0.390061,-0.006953,-0.103104,-0.096374,-0.003391
113544239,1.362842,0.651525,2.012874,0.200826,-0.402070,0.001170,-0.099510,-0.089303,0.005393
113744494,1.400911,0.571441,2.013269,0.179643,-0.413833,0.001380,-0.101445,-0.082727,0.003784
113944361,1.434650,0.490673,2.014222,0.159376,-0.418232,0.005342,-0.100409,-0.069201,0.008331
114144238,1.460982,0.410047,2.013665,0.129756,-0.418458,0.003217,-0.110493,-0.053591,0.005076
114344222,1.482952,0.326927,2.013526,0.102255,-0.424096,0.001303,-0.116646,-0.047781,0.001571
114544224,1.500932,0.237556,2.014875,0.078169,-0.440658,0.005277,-0.116736,-0.055223,0.006035
114744223,1.509654,0.151845,2.011519,0.042764,-0.442839,-0.005166,-0.129298,-0.046394,-0.005945
114944194,1.516691,0.065892,2.012836,0.019606,-0.442149,0.000211,-0.126597,-0.035658,0.000887
115144223,1.518287,-0.013981,2.013052,-0.005838,-0.420162,-0.000406,-0.127228,-0.002031,-0.000846
115344226,1.515406,-0.097098,2.013924,-0.027842,-0.417308,0.003822,-0.122557,0.000938,0.005051
115544189,1.506192,-0.184613,2.013258,-0.055625,-0.430051,0.000749,-0.126044,-0.013976,0.000776
115744174,1.492468,-0.271842,2.013295,-0.081034,-0.435942,0.000925,-0.126255,-0.017665,0.001061
115944174,1.471938,-0.359343,2.011946,-0.110226,-0.436369,-0.002350,-0.129722,-0.014495,-0.002119
116144199,1.449737,-0.442760,2.013626,-0.128755,-0.426136,0.003356,-0.121323,0.000663,0.004501
116344443,1.421146,-0.525184,2.013212,-0.152009,-0.411316,0.001428,-0.119130,0.017141,0.001788
116544290,1.387695,-0.602094,2.012648,-0.178419,-0.394322,-0.001233,-0.122509,0.030808,-0.001837
116744206,1.351425,-0.675748,2.011551,-0.198863,-0.376578,-0.004570,-0.118905,0.042413,-0.005475
116944165,1.309674,-0.754059,2.012443,-0.221358,-0.378617,0.000034,-0.117421,0.031196,0.000917
117144202,1.261257,-0.829463,2.012357,-0.247870,-0.367921,-0.001089,-0.120226,0.037055,-0.001211
117344191,1.210283,-0.900014,2.012347,-0.268987,-0.352926,-0.001435,-0.117203,0.045539,-0.001852
117544205,1.154115,-0.969964,2.012772,-0.292641,-0.345291,0.000687,-0.117502,0.043507,0.001107
117744164,1.094911,-1.034286,2.011603,-0.311564,-0.325605,-0.003060,-0.112649,0.055468,-0.003352
117944202,1.030169,-1.097059,2.010767,-0.333711,-0.309921,-0.004326,-0.112034,0.060590,-0.004114
118144193,0.962442,-1.155998,2.010908,-0.351688,-0.291987,-0.001870,-0.106636,0.067307,-0.000403
118344190,0.893206,-1.209512,2.010946,-0.363925,-0.268540,-0.000604,-0.096835,0.078137,0.001140
118544207,0.815846,-1.261075,2.010943,-0.390007,-0.250362,-0.000375,-0.104107,0.080975,0.000967
118744199,0.739920,-1.305219,2.011103,-0.398809,-0.221608,0.000140,-0.090888,0.094848,0.001117
118944196,0.663212,-1.342718,2.009802,-0.404060,-0.189015,-0.003878,-0.077465,0.109395,-0.003749
119144192,0.595748,-1.372527,2.008878,-0.368464,-0.146915,-0.003808,-0.020842,0.130142,-0.002155
119344167,0.516174,-1.404889,2.010942,-0.389590,-0.137183,0.003807,-0.040334,0.112073,0.006551
119544299,0.429848,-1.432323,2.010377,-0.418713,-0.121032,0.001117,-0.063158,0.105148,0.002304
119744179,0.347876,-1.453682,2.009681,-0.423288,-0.097965,-0.001265,-0.054722,0.107364,-0.000877
119944168,0.257709,-1.472020,2.007501,-0.446799,-0.080201,-0.005210,-0.068440,0.102446,-0.003750
120144185,0.167530,-1.486695,2.009007,-0.455449,-0.061740,0.002973,-0.061853,0.099668,0.007011
120344192,0.081429,-1.492112,2.008313,-0.449869,-0.027675,0.000740,-0.042138,0.115113,0.003327
120544213,-0.010284,-1.493145,2.009701,-0.460034,0.001740,0.004483,-0.043444,0.122167,0.006510
120744193,-0.098452,-1.489805,2.011164,-0.456685,0.028010,0.007011,-0.031260,0.124352,0.007863
120944171,-0.181962,-1.480667,2.011292,-0.438226,0.055760,0.004841,-0.004613,0.127322,0.004022
121144186,-0.267729,-1.465137,2.011986,-0.431959,0.086336,0.004573,0.004304,0.132795,0.002843
121344204,-0.352933,-1.442734,2.010843,-0.425406,0.119472,-0.001075,0.010775,0.139566,-0.004011
121544171,-0.440660,-1.419919,2.013754,-0.431311,0.136591,0.006469,0.002081,0.127926,0.004568
121744180,-0.512112,-1.395147,2.012198,-0.392082,0.149028,-0.001509,0.042111,0.114558,-0.005454
121944169,-0.591872,-1.364032,2.011975,-0.389033,0.169512,-0.002995,0.036811,0.112147,-0.006498
122144182,-0.668417,-1.327098,2.009870,-0.377076,0.192618,-0.007823,0.042739,0.112062,-0.010057
122344181,-0.743087,-1.286120,2.009455,-0.369053,0.216439,-0.006470,0.042016,0.114174,-0.006747
122544180,-0.818373,-1.238042,2.009804,-0.365415,0.245974,-0.002994,0.036903,0.121583,-0.001629
122744214,-0.890104,-1.184424,2.009766,-0.357348,0.277047,-0.001958,0.036934,0.129670,-0.000347
122944179,-0.956168,-1.128549,2.010869,-0.338213,0.297602,0.002786,0.048708,0.124303,0.005215
123144174,-1.017411,-1.068980,2.011092,-0.312076,0.314922,0.002120,0.067204,0.115697,0.003038
123344222,-1.074924,-1.006610,2.011254,-0.286492,0.328399,0.001139,0.080183,0.105310,0.000840
123544186,-1.132930,-0.937840,2.010322,-0.277466,0.351414,-0.001318,0.072272,0.106836,-0.001520
123744180,-1.183421,-0.870284,2.008999,-0.253302,0.359455,-0.004180,0.082577,0.092647,-0.004044
123944457,-1.228757,-0.796945,2.006077,-0.225288,0.376143,-0.010847,0.095017,0.090940,-0.010534
124144209,-1.274313,-0.717616,2.008718,-0.212550,0.400559,0.000909,0.088683,0.097411,0.004305
124344168,-1.312010,-0.640342,2.011337,-0.185617,0.406506,0.007571,0.099072,0.082688,0.010036
124544198,-1.344829,-0.556061,2.010766,-0.157631,0.425844,0.001535,0.108018,0.086447,0.000227
124744211,-1.367364,-0.490939,2.012127,-0.115656,0.377768,0.004458,0.130902,0.012749,0.003294
124944177,-1.382041,-0.440573,2.013642,-0.074016,0.312223,0.005952,0.146952,-0.058425,0.003684
125144172,-1.401875,-0.360330,2.015474,-0.067206,0.354353,0.008021,0.122122,0.000684,0.004954
125344182,-1.421000,-0.269954,2.018406,-0.066049,0.408913,0.013419,0.096608,0.059467,0.010356
125544166,-1.433944,-0.179687,2.020702,-0.051343,0.441613,0.013581,0.091651,0.082114,0.008169
125744184,-1.441187,-0.090195,2.021631,-0.029608,0.456885,0.009708,0.095369,0.081012,0.002196
125944192,-1.443593,0.002279,2.023224,-0.005209,0.471775,0.008091,0.101630,0.079940,-0.000675
126144187,-1.440399,0.092506,2.024668,0.021199,0.469310,0.007679,0.108146,0.058456,-0.000878
126344412,-1.429956,0.179462,2.022248,0.055378,0.457038,-0.004912,0.122533,0.031872,-0.015247
126544173,-1.416053,0.269695,2.024619,0.081407,0.457620,0.002110,0.124427,0.025962,-0.004445
126744242,-1.393880,0.357636,2.024474,0.116100,0.451449,-0.000166,0.135196,0.013815,-0.005962
126944179,-1.370113,0.438142,2.026411,0.136787,0.425196,0.004060,0.128136,-0.018061,-0.000414
127144161,-1.341787,0.517476,2.027511,0.157430,0.405767,0.004672,0.122412,-0.035720,0.000215
127344239,-1.307565,0.598803,2.026990,0.181794,0.399292,0.000699,0.121881,-0.034840,-0.004060
127544184,-1.269990,0.676781,2.026295,0.202831,0.389118,-0.002199,0.118329,-0.038218,-0.006271
127744189,-1.229059,0.753358,2.026922,0.220849,0.380829,0.000465,0.112179,-0.038390,-0.001585
127944160,-1.181168,0.829523,2.026397,0.246802,0.373616,-0.001643,0.115810,-0.038311,-0.003623
128144203,-1.128463,0.903470,2.026840,0.273538,0.365289,-0.001259,0.120152,-0.039418,-0.003276
128344164,-1.074823,0.968525,2.025576,0.286644,0.336103,-0.004162,0.107527,-0.063172,-0.005430
128544246,-1.014846,1.035217,2.025495,0.308060,0.322981,-0.003313,0.107438,-0.063559,-0.003660
128744200,-0.952712,1.096215,2.025844,0.325236,0.304150,-0.000794,0.102975,-0.069894,-0.000024
128944163,-0.887737,1.152080,2.025723,0.339765,0.280673,-0.000163,0.096369,-0.079794,0.001022
129144179,-0.817672,1.203196,2.023659,0.358856,0.253739,-0.006418,0.095747,-0.092557,-0.006470
129344178,-0.748220,1.250662,2.026339,0.365246,0.230504,0.003852,0.081344,-0.098149,0.006082
129544245,-0.670480,1.296628,2.027498,0.390754,0.215979,0.005415,0.091783,-0.092649,0.006157
129744233,-0.593519,1.334483,2.022839,0.401538,0.186368,-0.012318,0.084234,-0.105568,-0.016140
129944165,-0.512886,1.371774,2.025190,0.413881,0.170957,-0.000219,0.079522,-0.099119,0.001038
130144165,-0.430878,1.403298,2.029034,0.421230,0.149520,0.011824,0.068970,-0.100632,0.014493
130344169,-0.347491,1.428536,2.030231,0.423928,0.119755,0.010032,0.055904,-0.111210,0.009015
130544474,-0.261603,1.447565,2.030930,0.435908,0.090437,0.007964,0.057574,-0.118410,0.005034
130744190,-0.171657,1.462499,2.033452,0.451867,0.064444,0.011174,0.062114,-0.121063,0.007331
130944173,-0.083398,1.470954,2.034171,0.454784,0.033892,0.006911,0.051817,-0.128408,0.000375
131144198,0.002075,1.474773,2.034541,0.445777,0.008914,0.006849,0.030581,-0.126287,0.002068
131344176,0.083575,1.474319,2.035256,0.428135,-0.015811,0.004866,0.004535,-0.125941,-0.000884
131544178,0.172199,1.467676,2.035857,0.437850,-0.043867,0.003602,0.014451,-0.129165,-0.002141
131744226,0.260541,1.456641,2.039202,0.439500,-0.069764,0.009218,0.012689,-0.129764,0.003390
131944196,0.349536,1.438842,2.040164,0.443775,-0.099567,0.006836,0.014143,-0.134156,-0.000180
132144175,0.432728,1.415732,2.039852,0.428588,-0.126959,0.002762,-0.006370,-0.134171,-0.004099
132344195,0.514893,1.387467,2.039222,0.414678,-0.153442,-0.000708,-0.019258,-0.133390,-0.006623
132544210,0.587332,1.357796,2.037889,0.384080,-0.170630,-0.005402,-0.047102,-0.123694,-0.010537
132744169,0.662998,1.323646,2.038092,0.374508,-0.188677,-0.003261,-0.046970,-0.116584,-0.005890
132944220,0.739241,1.283715,2.039031,0.367291,-0.209224,0.001046,-0.045064,-0.112595,0.000502
133144185,0.789891,1.253028,2.038391,0.296882,-0.193672,-0.001279,-0.111338,-0.071136,-0.002105
133344185,0.858182,1.210716,2.038149,0.306831,-0.214023,-0.001222,-0.074855,-0.078172,-0.001339
133544194,0.933296,1.158070,2.036599,0.336267,-0.253808,-0.004626,-0.025829,-0.104865,-0.004433
133744604,0.998812,1.104003,2.034216,0.321010,-0.273406,-0.009162,-0.038781,-0.101382,-0.008316
133944163,1.043350,1.063110,2.033526,0.258802,-0.247700,-0.006527,-0.096135,-0.052000,-0.003279
134144200,1.100294,1.005853,2.033042,0.260727,-0.277871,-0.004371,-0.072473,-0.074066,-0.000030
134344165,1.159865,0.939507,2.032878,0.272404,-0.318996,-0.001085,-0.043368,-0.102580,0.004439
134544191,1.216037,0.864268,2.030200,0.265338,-0.359797,-0.007332,-0.042180,-0.123029,-0.003331
134744203,1.267458,0.792853,2.033089,0.255021,-0.376301,0.004833,-0.043994,-0.114485,0.010810
134944175,1.311321,0.716820,2.032349,0.229021,-0.395563,0.001692,-0.062259,-0.110999,0.005183
135144185,1.348380,0.644997,2.031742,0.191667,-0.383623,-0.000023,-0.090245,-0.070780,0.002319
135344198,1.383754,0.570363,2.031322,0.169755,-0.386770,-0.001151,-0.094293,-0.058807,0.000387
135544193,1.416384,0.490547,2.031069,0.153764,-0.403300,-0.000028,-0.090338,-0.064695,0.002291
135744176,1.444181,0.408925,2.029751,0.131930,-0.416070,-0.004428,-0.094797,-0.065025,-0.003687
135944170,1.468210,0.322891,2.031378,0.111427,-0.432490,0.002662,-0.096253,-0.068856,0.005164
136144163,1.485484,0.237514,2.031621,0.083430,-0.438713,0.002552,-0.105766,-0.060361,0.003869
136344203,1.500155,0.154436,2.033617,0.062625,-0.434866,0.007392,-0.105338,-0.043571,0.008350
136544222,1.509495,0.064963,2.034246,0.037525,-0.446109,0.005460,-0.110244,-0.045412,0.003906
136744185,1.510573,-0.020225,2.032129,0.003989,-0.442951,-0.002431,-0.122399,-0.033330,-0.005093
136944163,1.509593,-0.108564,2.033815,-0.017419,-0.447812,0.004762,-0.118258,-0.031918,0.005047
137144165,1.499165,-0.198630,2.030113,-0.053766,-0.451108,-0.007430,-0.131761,-0.027577,-0.009152
137344208,1.486614,-0.282214,2.029597,-0.077614,-0.436256,-0.005994,-0.128958,-0.005423,-0.005621
137544191,1.467669,-0.371886,2.028924,-0.105970,-0.444154,-0.005325,-0.131849,-0.012981,-0.003669
137764217,1.442672,-0.463362,2.028588,-0.130674,-0.428469,-0.003475,-0.127110,0.007147,-0.000701
137964163,1.417619,-0.540191,2.028717,-0.145379,-0.399787,-0.001673,-0.115234,0.037802,0.001105
138164187,1.386496,-0.615626,2.028133,-0.167583,-0.380225,-0.002368,-0.114412,0.050687,0.000000
138364197,1.349599,-0.690910,2.027818,-0.193595,-0.370694,-0.002287,-0.117859,0.050100,-0.000181
138564172,1.307767,-0.771110,2.028634,-0.219698,-0.380050,0.000266,-0.120878,0.029560,0.001894
138764163,1.263469,-0.843195,2.027292,-0.237196,-0.363979,-0.002883,-0.113034,0.041103,-0.001581
138964192,1.213908,-0.913114,2.025120,-0.258734,-0.349134,-0.007103,-0.111813,0.047839,-0.005469
139164164,1.160375,-0.981543,2.025228,-0.279160,-0.336850,-0.004166,-0.109303,0.051766,-0.001531
139364164,1.102381,-1.044155,2.022552,-0.299248,-0.314829,-0.008920,-0.106168,0.065247,-0.005885
139564203,1.038364,-1.106050,2.020271,-0.325106,-0.302013,-0.010567,-0.110662,0.064809,-0.005953
139764166,0.971707,-1.165469,2.020143,-0.345422,-0.289716,-0.005932,-0.108541,0.064234,0.000312
139964176,0.901250,-1.218006,2.018107,-0.364918,-0.265438,-0.007900,-0.106203,0.076463,-0.001636
140164176,0.830816,-1.264984,2.019259,-0.371934,-0.236971,0.000829,-0.090069,0.090922,0.009070
140364185,0.757200,-1.307082,2.020383,-0.380905,-0.207957,0.004983,-0.079780,0.102622,0.011715
140564242,0.678005,-1.345395,2.019710,-0.400035,-0.184385,0.002736,-0.082637,0.105630,0.007304
140764183,0.598487,-1.377629,2.019444,-0.409382,-0.156056,0.002119,-0.074043,0.113536,0.005437
140964165,0.517231,-1.408027,2.022458,-0.417520,-0.137377,0.010484,-0.067348,0.108519,0.013524
141164163,0.430801,-1.433060,2.020674,-0.435957,-0.114703,0.000895,-0.073058,0.109704,-0.000159
141364162,0.348422,-1.452088,2.018932,-0.432000,-0.087834,-0.004363,-0.052345,0.115087,-0.005681
141564182,0.258311,-1.469740,2.018986,-0.448670,-0.072443,-0.001081,-0.058551,0.106036,0.000115
141764178,0.172718,-1.480137,2.017983,-0.446125,-0.046625,-0.001774,-0.043577,0.110441,0.000306
141964163,0.084468,-1.484478,2.015993,-0.449487,-0.016810,-0.006199,-0.037668,0.118717,-0.004422
142164164,-0.004071,-1.484618,2.016471,-0.450437,0.009643,-0.001872,-0.030110,0.121903,0.001269
142364230,-0.092424,-1.478892,2.018331,-0.448960,0.038614,0.003926,-0.022012,0.127269,0.006836
142564185,-0.183570,-1.465159,2.018449,-0.456041,0.074169,0.002668,-0.024948,0.138430,0.003739
142764188,-0.269640,-1.450155,2.022356,-0.445722,0.094279,0.012957,-0.008800,0.130039,0.014262
142964264,-0.357059,-1.428331,2.022949,-0.440397,0.121297,0.009188,-0.001852,0.131095,0.007006
143164175,-0.447197,-1.403173,2.026091,-0.445272,0.142118,0.013751,-0.005894,0.124899,0.010328
143364427,-0.527520,-1.375073,2.026508,-0.419667,0.158617,0.008926,0.024246,0.115366,0.003043
143564192,-0.602300,-1.341402,2.026600,-0.387769,0.180638,0.003347,0.054053,0.114437,-0.004540
143764179,-0.681423,-1.302166,2.030462,-0.384881,0.206166,0.011721,0.045191,0.117488,0.005555
143964169,-0.758008,-1.256917,2.031252,-0.377197,0.233950,0.008357,0.043771,0.121858,0.000865
144164164,-0.831534,-1.209057,2.031688,-0.363994,0.254331,0.003724,0.049010,0.117676,-0.005239
144364172,-0.900279,-1.158372,2.029742,-0.345074,0.270267,-0.004390,0.059034,0.109211,-0.012765
144564198,-0.970776,-1.101381,2.029249,-0.340293,0.293792,-0.004767,0.051781,0.110712,-0.010156
144764184,-1.035242,-1.040709,2.028049,-0.322723,0.315086,-0.006861,0.059581,0.109821,-0.010190
144964202,-1.095519,-0.978796,2.028740,-0.301075,0.325818,-0.001435,0.069960,0.096907,-0.001364
145164186,-1.151196,-0.911510,2.026915,-0.278171,0.345898,-0.005977,0.079639,0.097812,-0.006011
145364168,-1.202451,-0.842558,2.025783,-0.254254,0.359579,-0.006805,0.088401,0.091625,-0.005708
145564222,-1.252179,-0.765897,2.024451,-0.237311,0.385400,-0.008226,0.088226,0.099375,-0.006490
145764190,-1.295370,-0.687188,2.021928,-0.211363,0.404176,-0.013013,0.098072,0.098095,-0.011191
145964179,-1.335953,-0.603060,2.021518,-0.193745,0.427977,-0.007224,0.095083,0.102919,-0.001685
146164190,-1.368351,-0.523187,2.020117,-0.161468,0.424775,-0.007196,0.109944,0.075872,-0.001182
146364169,-1.395122,-0.443465,2.019664,-0.129613,0.419738,-0.004653,0.120493,0.053925,0.001741
146564208,-1.417542,-0.356282,2.019463,-0.101945,0.436069,-0.002684,0.124572,0.059800,0.003251
146764166,-1.434254,-0.267305,2.018827,-0.073670,0.449021,-0.002457,0.128207,0.060457,0.002846
146964164,-1.445982,-0.178583,2.019959,-0.047026,0.455459,0.003259,0.129135,0.054916,0.008923
147164180,-1.452670,-0.092292,2.021259,-0.020048,0.447546,0.005724,0.130481,0.034251,0.009169
147364183,-1.453750,-0.006853,2.021374,0.007561,0.440065,0.003009,0.132544,0.018125,0.003454
147564177,-1.451281,0.083573,2.022895,0.029687,0.449149,0.005327,0.128067,0.023791,0.004688
147764165,-1.442757,0.172270,2.023631,0.055486,0.448735,0.004813,0.128295,0.018057,0.002953
147964180,-1.427232,0.259733,2.022563,0.086132,0.445146,0.000245,0.133538,0.010425,-0.002174
148164170,-1.407608,0.345145,2.024543,0.111692,0.435774,0.005755,0.132017,-0.002407,0.004554
148364163,-1.384314,0.430732,2.026016,0.132115,0.429304,0.007955,0.124676,-0.009697,0.006401
148564185,-1.354676,0.516004,2.025866,0.158927,0.425364,0.003881,0.126577,-0.012436,0.000560
148764180,-1.320669,0.595246,2.025743,0.184357,0.406836,0.000053,0.127358,-0.030005,-0.004628
148964162,-1.284675,0.666038,2.024442,0.197146,0.366927,-0.003490,0.112410,-0.066707,-0.006863
149164197,-1.242289,0.737054,2.023609,0.221617,0.350435,-0.005005,0.114583,-0.070244,-0.007120
149364176,-1.196968,0.811143,2.026948,0.240796,0.350832,0.005497,0.110455,-0.055129,0.005341
149564191,-1.143358,0.885740,2.026609,0.271882,0.353710,0.000931,0.120324,-0.040696,-0.001656
149764165,-1.090514,0.952220,2.028419,0.284841,0.336576,0.005961,0.108274,-0.049983,0.004610
149964176,-1.029440,1.016084,2.028045,0.312339,0.319595,0.001943,0.114887,-0.057590,-0.000953
150164210,-0.966049,1.076086,2.030247,0.330985,0.299407,0.006668,0.109950,-0.067472,0.004214
150364253,-0.901147,1.132766,2.032071,0.342838,0.280767,0.008678,0.098785,-0.072986,0.005485
150564227,-0.828838,1.188466,2.032732,0.367714,0.269295,0.006870,0.104372,-0.069469,0.002619
150764178,-0.754777,1.237291,2.032208,0.384002,0.244776,0.001805,0.099283,-0.081236,-0.003511
150964181,-0.680627,1.281219,2.033677,0.390424,0.218886,0.005054,0.084718,-0.091491,0.001190
151164209,-0.601517,1.318604,2.031275,0.404096,0.187683,-0.004057,0.080313,-0.105482,-0.008745
151364191,-0.517478,1.352251,2.024932,0.423344,0.160881,-0.019855,0.082779,-0.112132,-0.023181
151564204,-0.436137,1.385450,2.031169,0.423868,0.148369,0.007495,0.064691,-0.100416,0.012851
151764172,-0.352205,1.411941,2.033202,0.432190,0.125009,0.010167,0.060632,-0.103938,0.012523
151964159,-0.261514,1.433427,2.031643,0.452963,0.100383,0.001736,0.070079,-0.107926,0.000621
152164278,-0.172805,1.450020,2.031087,0.455154,0.075030,0.000037,0.056106,-0.111747,-0.000819
152364176,-0.088026,1.457977,2.027256,0.445401,0.039555,-0.010278,0.033195,-0.125723,-0.011441
152564192,0.001432,1.461136,2.022452,0.451552,0.009171,-0.017854,0.032836,-0.130701,-0.016010
152764185,0.089704,1.460668,2.020779,0.450085,-0.016704,-0.015191,0.023817,-0.130837,-0.009920
