TimeUS,PosX,PosY,PosZ,VelX,VelY,VelZ,AccX,AccY,AccZ
282204252,0.100882,1.500130,2.032128,0.416298,-0.029692,0.006032,0.010622,-0.114408,0.011569
282404245,0.183543,1.489291,2.028358,0.415894,-0.060420,-0.007075,0.007859,-0.123209,-0.005655
282604214,0.266883,1.473741,2.025540,0.416646,-0.086928,-0.010367,0.006389,-0.124520,-0.006924
282804205,0.350508,1.456934,2.027540,0.417419,-0.103232,-0.000209,0.005151,-0.115264,0.005313
283004244,0.435496,1.433996,2.027394,0.422195,-0.126301,0.000098,0.009547,-0.115350,0.004374
283204174,0.515199,1.406426,2.026400,0.410028,-0.149914,-0.002677,-0.005841,-0.116312,0.000034
283404185,0.592112,1.372114,2.023504,0.394253,-0.179138,-0.009792,-0.022036,-0.122992,-0.007996
283604223,0.670495,1.334500,2.024318,0.387452,-0.200400,-0.002513,-0.025214,-0.118581,0.002083
283804230,0.742610,1.292913,2.022746,0.369000,-0.221553,-0.004943,-0.039526,-0.115684,-0.000761
284004168,0.814325,1.245734,2.021437,0.358680,-0.247516,-0.006226,-0.041317,-0.119630,-0.002202
284204203,0.882796,1.195080,2.021980,0.342586,-0.267102,-0.001284,-0.049221,-0.114860,0.003793
284404187,0.948480,1.140659,2.021210,0.326747,-0.286142,-0.002598,-0.056233,-0.110413,0.001282
284604526,1.008874,1.085222,2.021404,0.304001,-0.296982,-0.000979,-0.069010,-0.098333,0.002367
284804226,1.068206,1.025383,2.023178,0.289114,-0.311642,0.004815,-0.070162,-0.092781,0.008080
285004180,1.121338,0.961033,2.022395,0.266643,-0.332154,0.000887,-0.078750,-0.095907,0.001958
285204213,1.165741,0.904669,2.026391,0.230332,-0.318434,0.010863,-0.100850,-0.060910,0.011643
285424182,1.217363,0.829569,2.027810,0.217819,-0.341458,0.009980,-0.089500,-0.071757,0.007971
285624187,1.263534,0.755707,2.028367,0.211664,-0.366627,0.007069,-0.077222,-0.082885,0.003111
285824260,1.304151,0.683611,2.031163,0.195775,-0.374707,0.011809,-0.077667,-0.073428,0.007854
286024201,1.342226,0.602589,2.030151,0.182456,-0.402972,0.004320,-0.074655,-0.088559,-0.001355
286224188,1.376166,0.525670,2.032457,0.164896,-0.405633,0.008341,-0.077260,-0.072495,0.003381
286424177,1.404378,0.445407,2.032278,0.139911,-0.413946,0.003386,-0.087902,-0.066058,-0.002887
286624184,1.428801,0.360562,2.032659,0.116206,-0.426908,0.002000,-0.095075,-0.064556,-0.003859
286824240,1.446392,0.273869,2.030422,0.085884,-0.441228,-0.007223,-0.107839,-0.067002,-0.013873
287024198,1.461187,0.187412,2.032298,0.061965,-0.439612,-0.000053,-0.110243,-0.049679,-0.003238
287224183,1.468915,0.104630,2.032383,0.032512,-0.431842,-0.001030,-0.118235,-0.031184,-0.004097
287424209,1.473355,0.020843,2.032573,0.010023,-0.429471,-0.000188,-0.116769,-0.022145,-0.002074
287624200,1.471953,-0.064887,2.032164,-0.016520,-0.429575,-0.001616,-0.120342,-0.015645,-0.003239
287824221,1.466542,-0.149543,2.031923,-0.039655,-0.427604,-0.001921,-0.119123,-0.010531,-0.002917
288024170,1.456796,-0.232380,2.031285,-0.061803,-0.422411,-0.002612,-0.117254,-0.003201,-0.002725
288224204,1.441598,-0.313979,2.030807,-0.085763,-0.415304,-0.001202,-0.117179,0.004776,0.000592
288424183,1.421621,-0.392009,2.030083,-0.110747,-0.400773,-0.002537,-0.118980,0.019109,-0.001015
288624171,1.397345,-0.472697,2.032659,-0.134062,-0.399255,0.005575,-0.118615,0.016834,0.007688
288824208,1.366368,-0.553555,2.034240,-0.162727,-0.399386,0.008354,-0.123935,0.012881,0.009293
289024182,1.329934,-0.633093,2.035027,-0.191523,-0.397421,0.007674,-0.128299,0.011661,0.006863
289224187,1.290696,-0.705982,2.035745,-0.212091,-0.376911,0.007038,-0.122444,0.031487,0.005177
289424161,1.243828,-0.779294,2.035531,-0.240735,-0.366417,0.005229,-0.126181,0.035292,0.003525
289624226,1.193496,-0.849426,2.037327,-0.262998,-0.349739,0.008220,-0.121864,0.046916,0.006226
289824197,1.140668,-0.912781,2.038699,-0.281914,-0.324719,0.007737,-0.116491,0.063652,0.003908
290024298,1.081962,-0.975150,2.038583,-0.305701,-0.309313,0.003632,-0.117375,0.065877,-0.001402
290224234,1.021702,-1.034982,2.039672,-0.318973,-0.293075,0.004554,-0.105940,0.069287,-0.000005
290424251,0.960538,-1.088923,2.040448,-0.317490,-0.261084,0.004027,-0.079155,0.089187,-0.000624
290624306,0.899113,-1.137767,2.041024,-0.324331,-0.239931,0.003512,-0.070276,0.092029,-0.000912
290824184,0.828835,-1.187644,2.042832,-0.349537,-0.232271,0.006767,-0.082227,0.080231,0.003015
291024254,0.754928,-1.234092,2.043133,-0.371114,-0.219071,0.003427,-0.087044,0.078026,-0.001847
291224175,0.685694,-1.270157,2.040678,-0.371399,-0.187238,-0.005551,-0.069722,0.094811,-0.011098
291424221,0.611110,-1.306798,2.040788,-0.382408,-0.171279,-0.003930,-0.066655,0.091602,-0.007099
291625312,0.528912,-1.342054,2.040696,-0.407341,-0.159884,-0.003653,-0.078740,0.084784,-0.005692
291824215,0.449209,-1.370554,2.040373,-0.413364,-0.137649,-0.003368,-0.068359,0.090423,-0.004159
292024207,0.361964,-1.395976,2.039527,-0.437121,-0.119161,-0.004179,-0.079991,0.090577,-0.003964
292224248,0.273139,-1.416942,2.039579,-0.451310,-0.097300,-0.002797,-0.077622,0.094959,-0.002003
292424235,0.187785,-1.429571,2.035021,-0.448593,-0.065882,-0.012395,-0.057832,0.107439,-0.010651
292624212,0.101263,-1.442274,2.036787,-0.446476,-0.049402,-0.000931,-0.042063,0.101814,0.004776
292824244,0.013483,-1.444712,2.033528,-0.446131,-0.013604,-0.008832,-0.031370,0.118640,-0.004831
293024202,-0.072635,-1.443779,2.033123,-0.443815,0.014202,-0.006347,-0.023378,0.123366,-0.001533
293224353,-0.154041,-1.438137,2.034148,-0.427186,0.040639,-0.001080,-0.001007,0.125815,0.003827
293424192,-0.239135,-1.427703,2.035627,-0.425963,0.065723,0.003237,0.000347,0.126030,0.006979
293624274,-0.325266,-1.411214,2.035169,-0.427363,0.093031,0.001228,-0.000465,0.128148,0.003388
293824191,-0.407721,-1.388274,2.031971,-0.420178,0.123711,-0.007774,0.006505,0.133627,-0.006879
294024209,-0.492786,-1.365019,2.033703,-0.421014,0.138382,0.000161,0.004127,0.120346,0.003019
294224285,-0.568289,-1.339246,2.033005,-0.395717,0.149850,-0.001156,0.030599,0.106385,0.001175
294424169,-0.643002,-1.307712,2.030965,-0.379291,0.169608,-0.005846,0.041414,0.104806,-0.004002
294624619,-0.721506,-1.268165,2.027853,-0.376142,0.198882,-0.012567,0.036955,0.113183,-0.010916
294825027,-0.798438,-1.225402,2.026518,-0.375082,0.223599,-0.011132,0.030175,0.115540,-0.007189
295024232,-0.871103,-1.180480,2.025978,-0.365471,0.240874,-0.006588,0.033720,0.109081,-0.000126
295224222,-0.937950,-1.133579,2.025685,-0.343397,0.253850,-0.004086,0.050105,0.100109,0.002359
295424203,-1.001413,-1.079648,2.023362,-0.320272,0.276292,-0.007997,0.064981,0.102244,-0.002400
295624241,-1.063336,-1.020997,2.023042,-0.304224,0.299715,-0.004461,0.068785,0.104902,0.002118
295824184,-1.123052,-0.957296,2.022936,-0.290085,0.324738,-0.002204,0.068707,0.109642,0.003894
296024200,-1.169893,-0.900481,2.023491,-0.250084,0.318734,0.001413,0.096212,0.080174,0.007152
296224182,-1.217841,-0.836687,2.025186,-0.231537,0.331224,0.006890,0.094685,0.076923,0.011864
296424194,-1.265135,-0.764986,2.025650,-0.219830,0.356461,0.005987,0.086212,0.087937,0.008290
296624186,-1.309536,-0.688500,2.025529,-0.207313,0.382591,0.002646,0.082019,0.096469,0.002283
296824210,-1.349053,-0.612485,2.026043,-0.188967,0.394555,0.001704,0.084867,0.088186,-0.000062
297024200,-1.385419,-0.530316,2.025680,-0.173093,0.417356,-0.000407,0.083443,0.094411,-0.002409
297224175,-1.416883,-0.452082,2.027686,-0.150758,0.412828,0.005434,0.089209,0.068756,0.004675
297424196,-1.442813,-0.372940,2.029246,-0.125741,0.413428,0.007087,0.097180,0.054819,0.005198
297624193,-1.464482,-0.288234,2.028472,-0.100952,0.425507,0.000849,0.103647,0.055073,-0.003247
297824338,-1.482639,-0.206265,2.030431,-0.079370,0.424225,0.004277,0.105179,0.041540,0.000433
298024188,-1.494735,-0.121508,2.033003,-0.054882,0.431413,0.010791,0.108080,0.041254,0.008489
298224197,-1.500487,-0.039109,2.033701,-0.023116,0.423065,0.006510,0.119594,0.022738,0.001007
298424199,-1.503341,0.043818,2.036774,-0.000792,0.421285,0.011018,0.117969,0.015684,0.005260
298624199,-1.500057,0.129269,2.037415,0.025892,0.424779,0.007259,0.121353,0.014602,-0.000047
298824201,-1.491954,0.216780,2.038300,0.051130,0.430956,0.006177,0.121781,0.018015,-0.000788
299024165,-1.479014,0.302747,2.041351,0.076841,0.434039,0.010885,0.123618,0.018189,0.004299
299224196,-1.460721,0.383817,2.040992,0.102973,0.420881,0.004204,0.125257,0.000292,-0.004000
299424180,-1.438578,0.469160,2.042437,0.124923,0.424220,0.005502,0.121598,0.003880,-0.001584
299624250,-1.411254,0.551719,2.040552,0.147915,0.416134,-0.002495,0.119532,-0.006142,-0.009455
299824178,-1.378206,0.629062,2.034934,0.176187,0.398881,-0.019792,0.125190,-0.023417,-0.027214
300024184,-1.346712,0.709371,2.039533,0.186429,0.397353,-0.002931,0.111182,-0.019820,-0.005479
300224208,-1.303422,0.781949,2.033113,0.218317,0.374205,-0.019286,0.121244,-0.040132,-0.021431
300424179,-1.259056,0.853437,2.030389,0.237536,0.358776,-0.018812,0.115671,-0.048280,-0.016020
300624451,-1.212269,0.923537,2.029586,0.251385,0.345645,-0.012117,0.105173,-0.052895,-0.004823
300824165,-1.161111,0.989884,2.028334,0.267964,0.328959,-0.009371,0.100040,-0.059471,-0.000688
301024179,-1.102241,1.056348,2.025955,0.297268,0.322740,-0.010682,0.110101,-0.053103,-0.001841
301224165,-1.038203,1.110242,2.013969,0.325810,0.284667,-0.038831,0.116985,-0.083024,-0.031872
301424175,-0.978886,1.168676,2.021004,0.323530,0.273705,-0.003480,0.087646,-0.078563,0.012301
301624175,-0.916949,1.220606,2.024124,0.329859,0.255242,0.008545,0.076549,-0.081036,0.022333
301824165,-0.847020,1.272577,2.027325,0.351870,0.245923,0.015609,0.083700,-0.073777,0.024907
302024196,-0.773449,1.315882,2.025825,0.373293,0.216927,0.003670,0.089894,-0.089461,0.004970
302224177,-0.699967,1.354640,2.024804,0.383620,0.190385,-0.001713,0.082116,-0.099256,-0.002706
302424171,-0.621749,1.389474,2.021653,0.400678,0.166110,-0.011870,0.083581,-0.104655,-0.014413
302624167,-0.543026,1.423526,2.024519,0.404942,0.152468,0.002162,0.069395,-0.096054,0.004844
302824180,-0.463903,1.448048,2.024395,0.410695,0.121145,0.000361,0.061285,-0.109655,0.001204
303024185,-0.379198,1.468288,2.022171,0.427440,0.094957,-0.005548,0.066593,-0.113731,-0.005209
303224163,-0.300252,1.489162,2.031909,0.418812,0.082873,0.019264,0.042966,-0.102972,0.019166
303424257,-0.215793,1.501249,2.025608,0.427560,0.055095,-0.005512,0.043765,-0.110942,-0.011231
303624182,-0.129016,1.510833,2.025673,0.435710,0.034745,-0.003798,0.041933,-0.109219,-0.006908
303824185,-0.043368,1.513063,2.025166,0.437801,0.003835,-0.005987,0.035295,-0.120407,-0.009137
304024220,0.043236,1.513435,2.027864,0.441126,-0.014075,0.003793,0.032385,-0.113269,0.003530
304224184,0.125141,1.509641,2.028776,0.428523,-0.032668,0.005501,0.012130,-0.108571,0.005159
304424197,0.209829,1.503424,2.037673,0.429467,-0.042782,0.037116,0.012059,-0.092656,0.044807
304624273,0.290119,1.482884,2.032561,0.409727,-0.091616,0.000871,-0.014344,-0.126527,-0.008947
304824225,0.346398,1.464276,2.025116,0.287258,-0.099559,-0.018769,-0.145774,-0.100296,-0.025662
305024168,0.396330,1.448833,2.024426,0.250994,-0.103299,-0.014533,-0.147724,-0.083983,-0.015965
305224183,0.476126,1.422231,2.024792,0.314618,-0.132399,-0.007110,-0.044892,-0.097618,-0.004147
305424181,0.562398,1.388335,2.025063,0.374145,-0.167707,-0.003058,0.029234,-0.114959,0.001005
305624176,0.643079,1.350433,2.023707,0.392318,-0.195072,-0.004337,0.040809,-0.118699,-0.000150
305824201,0.719200,1.310365,2.023632,0.390273,-0.214403,-0.001686,0.029802,-0.113739,0.003044
306024191,0.793002,1.266282,2.024940,0.383112,-0.234573,0.003635,0.015979,-0.111252,0.008317
306224218,0.861013,1.216924,2.025326,0.362070,-0.258685,0.003733,-0.009593,-0.114150,0.006542
306424180,0.927211,1.163927,2.025942,0.342541,-0.277731,0.004614,-0.028056,-0.109948,0.006288
306624168,0.992379,1.107365,2.025637,0.324542,-0.292546,0.001908,-0.043488,-0.100174,0.001851
306824189,1.047087,1.052211,2.023889,0.290006,-0.297783,-0.003749,-0.070768,-0.084592,-0.004626
307024165,1.105215,0.989608,2.025132,0.280850,-0.319494,0.001099,-0.064917,-0.090411,0.001585
307224194,1.160899,0.920334,2.025891,0.269003,-0.346499,0.003121,-0.063676,-0.099909,0.003637
307424169,1.209612,0.851494,2.027443,0.244972,-0.359148,0.006225,-0.076285,-0.091715,0.006175
307624169,1.254599,0.777278,2.026893,0.222155,-0.377385,0.002405,-0.084853,-0.090480,0.000937
307824186,1.295030,0.702880,2.027250,0.199218,-0.387931,0.002610,-0.090937,-0.082634,0.001320
308024198,1.331567,0.624426,2.025578,0.177517,-0.403117,-0.002916,-0.093793,-0.082389,-0.004645
308224167,1.365199,0.544432,2.025780,0.158200,-0.413465,-0.002418,-0.094754,-0.075971,-0.003788
308424177,1.393325,0.465152,2.025677,0.135160,-0.415114,-0.001474,-0.098847,-0.061525,-0.001643
308624171,1.417881,0.383247,2.027028,0.114065,-0.420457,0.003373,-0.100190,-0.053768,0.004307
308824198,1.434839,0.297688,2.025831,0.082130,-0.431185,-0.002241,-0.113772,-0.052998,-0.003375
309024196,1.449236,0.207204,2.026220,0.059992,-0.450232,-0.000288,-0.113168,-0.061717,-0.000467
309224174,1.455870,0.125074,2.025162,0.029395,-0.435193,-0.001753,-0.120944,-0.031893,-0.000989
309424151,1.458184,0.039711,2.022925,0.001403,-0.434929,-0.008047,-0.125456,-0.024665,-0.008145
309624161,1.455797,-0.047761,2.021885,-0.024183,-0.437998,-0.007614,-0.126034,-0.021388,-0.005926
309824209,1.448596,-0.135445,2.021469,-0.049255,-0.438502,-0.005821,-0.125949,-0.016261,-0.003014
310024179,1.435830,-0.223854,2.019898,-0.075447,-0.442717,-0.007011,-0.126954,-0.017202,-0.003389
310224178,1.418870,-0.305191,2.019243,-0.099113,-0.425347,-0.005541,-0.125199,0.004950,-0.001153
310424195,1.398070,-0.387217,2.019804,-0.119608,-0.415705,-0.000769,-0.120124,0.014209,0.004421
310624180,1.371010,-0.470429,2.018767,-0.145417,-0.413688,-0.002290,-0.121873,0.013463,0.002020
310824186,1.340706,-0.548225,2.017711,-0.165912,-0.396923,-0.003225,-0.117337,0.029273,0.000946
311024174,1.308163,-0.621595,2.018214,-0.180772,-0.373677,-0.000971,-0.108061,0.048590,0.002409
311224177,1.269479,-0.694043,2.016824,-0.203934,-0.361344,-0.004151,-0.110082,0.050701,-0.001664
311424180,1.226596,-0.766515,2.015358,-0.225796,-0.355132,-0.006117,-0.110047,0.046071,-0.003400
311624174,1.180006,-0.836461,2.014852,-0.244406,-0.342763,-0.005192,-0.105637,0.051016,-0.002095
311824194,1.127899,-0.902992,2.013201,-0.269226,-0.330020,-0.007270,-0.110005,0.053595,-0.003925
312024181,1.077826,-0.961252,2.014527,-0.274656,-0.300553,-0.000241,-0.092287,0.073798,0.004366
312224166,1.021714,-1.017780,2.013810,-0.290139,-0.277532,-0.002463,-0.089275,0.082738,0.000319
312424181,0.957292,-1.074697,2.011486,-0.322513,-0.270486,-0.008240,-0.106005,0.071914,-0.006477
312624199,0.890261,-1.128966,2.011510,-0.344254,-0.259291,-0.005152,-0.106151,0.069411,-0.002215
312824182,0.818242,-1.180567,2.013141,-0.367171,-0.247169,0.001551,-0.107769,0.067724,0.005200
313024222,0.741743,-1.229054,2.014999,-0.392081,-0.234953,0.006014,-0.111983,0.066129,0.008459
313224185,0.667336,-1.267594,2.013097,-0.396259,-0.202051,-0.000940,-0.091832,0.087162,-0.000508
313424181,0.588251,-1.303425,2.011764,-0.403000,-0.172970,-0.004838,-0.078523,0.099610,-0.005068
313624230,0.507619,-1.336710,2.012837,-0.413258,-0.154605,0.000493,-0.071889,0.098152,0.002024
313824201,0.425942,-1.364638,2.013970,-0.421458,-0.132665,0.004117,-0.065570,0.100255,0.005814
314024187,0.341652,-1.386563,2.012649,-0.430498,-0.104410,-0.001874,-0.061625,0.109350,-0.002482
314224201,0.258849,-1.405029,2.014212,-0.429756,-0.082150,0.003524,-0.047245,0.109597,0.004117
314424170,0.169418,-1.417870,2.012704,-0.446038,-0.057175,-0.000509,-0.054441,0.112307,-0.000047
314624189,0.083632,-1.427013,2.014437,-0.434602,-0.034142,0.006299,-0.028696,0.111526,0.008473
314824249,-0.001791,-1.429946,2.013599,-0.434657,-0.007319,0.001719,-0.023108,0.116176,0.001742
315024191,-0.092415,-1.427260,2.012496,-0.450138,0.020817,-0.001510,-0.036007,0.121308,-0.001705
315224440,-0.180377,-1.420329,2.012692,-0.448051,0.046766,-0.001282,-0.025918,0.123477,-0.001709
315424191,-0.265876,-1.408334,2.014105,-0.441423,0.072289,0.002757,-0.013777,0.124631,0.002751
315624164,-0.352847,-1.390340,2.014598,-0.438281,0.099930,0.002919,-0.006421,0.127394,0.002312
315824402,-0.438248,-1.367616,2.015255,-0.433941,0.125728,0.004273,-0.001222,0.127556,0.003875
316024186,-0.526700,-1.342213,2.019624,-0.439692,0.145089,0.014461,-0.007818,0.121100,0.013896
316224199,-0.599453,-1.313703,2.019272,-0.397318,0.160465,0.007755,0.040152,0.111172,0.003905
316424197,-0.679924,-1.277586,2.020244,-0.395206,0.188348,0.006519,0.033137,0.117687,0.001634
316624187,-0.759849,-1.234579,2.019576,-0.388874,0.218744,0.000758,0.033836,0.124508,-0.005249
316824184,-0.831882,-1.192319,2.021444,-0.368721,0.233217,0.004581,0.047722,0.113757,-0.000166
317024185,-0.902795,-1.144620,2.022690,-0.354021,0.252299,0.005859,0.053186,0.109634,0.001509
317224234,-0.969536,-1.094100,2.022485,-0.334686,0.267190,0.003166,0.062068,0.101619,-0.001062
317424171,-1.028753,-1.044059,2.021373,-0.301917,0.270573,-0.001888,0.085474,0.082198,-0.006270
317624174,-1.087493,-0.988100,2.020128,-0.285087,0.287083,-0.004692,0.085141,0.081960,-0.007607
317824209,-1.143704,-0.928277,2.019331,-0.271113,0.306380,-0.005493,0.081269,0.085754,-0.006903
318024200,-1.201014,-0.860974,2.021092,-0.268679,0.336567,0.001601,0.065976,0.100436,0.002281
318224163,-1.249644,-0.794580,2.022231,-0.244544,0.347784,0.004475,0.078052,0.090386,0.005037
318424163,-1.296186,-0.722016,2.022856,-0.226825,0.368419,0.005208,0.079661,0.093127,0.005274
318624182,-1.339034,-0.644081,2.023537,-0.207376,0.392169,0.005433,0.084090,0.097616,0.004679
318824185,-1.375108,-0.567712,2.024403,-0.181792,0.400481,0.007261,0.092370,0.085515,0.006917
319024215,-1.408336,-0.485533,2.023458,-0.158935,0.417277,0.001373,0.096667,0.085591,-0.001045
319224191,-1.438636,-0.402597,2.024703,-0.141127,0.428650,0.004077,0.094848,0.079747,0.002173
319424175,-1.463113,-0.320219,2.025985,-0.117704,0.430775,0.006907,0.099134,0.064872,0.005609
319624189,-1.483350,-0.235296,2.027318,-0.091607,0.428404,0.006933,0.105870,0.046268,0.004000
319824183,-1.499009,-0.152030,2.028602,-0.070249,0.429175,0.008924,0.105177,0.037639,0.006439
320024172,-1.507869,-0.064589,2.027373,-0.041930,0.439640,0.003244,0.112109,0.041162,0.000174
320224191,-1.512895,0.018263,2.028179,-0.016425,0.431047,0.003878,0.115409,0.022803,0.000937
320424167,-1.512012,0.101892,2.027825,0.011484,0.425801,0.001496,0.120178,0.012191,-0.001412
320624166,-1.507779,0.188700,2.029661,0.034646,0.430843,0.004655,0.119564,0.014105,0.001614
320824171,-1.496490,0.270831,2.028256,0.063544,0.420722,-0.001105,0.124606,-0.000461,-0.004610
321024198,-1.481800,0.355735,2.030270,0.087351,0.422417,0.004127,0.123603,0.001439,0.001791
321224171,-1.462745,0.435978,2.032532,0.109269,0.411433,0.008954,0.120356,-0.010259,0.006979
321424184,-1.438066,0.519348,2.034655,0.134848,0.412291,0.010028,0.122234,-0.007603,0.006008
321624198,-1.407473,0.600471,2.035795,0.161467,0.403278,0.008123,0.124025,-0.016722,0.002420
321824264,-1.375469,0.672958,2.035797,0.178249,0.377571,0.003783,0.115191,-0.041127,-0.002885
322024174,-1.339418,0.750613,2.038857,0.195731,0.377373,0.010091,0.109032,-0.032700,0.004718
322224207,-1.301284,0.818602,2.039537,0.206484,0.349685,0.008478,0.096276,-0.054576,0.003065
322424172,-1.258233,0.888572,2.041054,0.226511,0.341123,0.006392,0.097881,-0.052545,-0.001096
322624181,-1.207931,0.957526,2.040406,0.253754,0.334717,0.001127,0.105543,-0.048742,-0.006331
322824610,-1.144855,1.016179,2.022779,0.304007,0.302307,-0.052132,0.137841,-0.073678,-0.064023
323024186,-1.103292,1.078769,2.040243,0.275465,0.297745,0.010725,0.080673,-0.062902,0.013758
323224193,-1.046163,1.136011,2.042475,0.293171,0.281643,0.011823,0.082630,-0.067078,0.011224
323424479,-0.981064,1.190861,2.040653,0.322188,0.265361,0.000430,0.096114,-0.070898,-0.004354
323624205,-0.909494,1.235367,2.028101,0.357333,0.227552,-0.040664,0.114028,-0.098945,-0.051105
323824180,-0.843480,1.289426,2.038188,0.359212,0.234997,-0.000146,0.091934,-0.071056,0.001557
324024235,-0.768049,1.336653,2.039846,0.379091,0.221609,0.003129,0.093089,-0.070925,0.003617
324224182,-0.692455,1.376378,2.041825,0.393332,0.192315,-0.000786,0.089331,-0.091288,-0.006785
324424187,-0.613029,1.406521,2.035018,0.408455,0.156009,-0.020686,0.086514,-0.110662,-0.027025
324624190,-0.532405,1.440503,2.037924,0.414157,0.146990,-0.003479,0.072435,-0.096354,-0.001627
324824189,-0.449819,1.466789,2.037881,0.425240,0.124038,-0.002582,0.069645,-0.100582,-0.000784
325024112,-0.358589,1.483345,2.027883,0.447569,0.086856,-0.026867,0.078611,-0.116864,-0.025067
325224189,-0.283673,1.511591,2.051090,0.421633,0.094987,0.038341,0.036051,-0.086528,0.043233
325424192,-0.199652,1.519050,2.043978,0.425611,0.052072,0.006619,0.032313,-0.112983,0.001864
325624225,-0.110948,1.527715,2.043917,0.438818,0.031750,0.004409,0.038569,-0.109907,0.000115
325824182,-0.024211,1.526852,2.040102,0.440220,-0.005542,-0.009708,0.031823,-0.127055,-0.015815
326024169,0.061598,1.524419,2.041745,0.439574,-0.027087,-0.001482,0.024963,-0.122588,-0.003251
326224187,0.148397,1.518658,2.044107,0.440892,-0.045906,0.005091,0.021608,-0.116608,0.004225
326424214,0.241603,1.519598,2.072917,0.459481,-0.028787,0.094846,0.037979,-0.069117,0.108063
326624198,0.321383,1.485978,2.046544,0.429764,-0.113732,-0.013663,-0.003120,-0.143761,-0.030232
326824191,0.400631,1.462113,2.042165,0.411031,-0.137473,-0.022173,-0.022317,-0.138292,-0.032583
327024225,0.484026,1.435051,2.042129,0.409847,-0.155460,-0.013668,-0.017740,-0.127535,-0.015758
327224191,0.563171,1.405919,2.043663,0.398611,-0.168294,-0.004652,-0.026567,-0.113899,-0.003166
327424177,0.639685,1.370225,2.041801,0.384822,-0.191153,-0.008909,-0.036375,-0.114503,-0.007887
327624210,0.715730,1.329838,2.041300,0.371521,-0.211348,-0.006835,-0.044077,-0.110671,-0.004231
327824205,0.789373,1.285376,2.041354,0.363261,-0.232987,-0.003084,-0.043527,-0.109851,0.000961
328024191,0.861388,1.234924,2.040243,0.355344,-0.259224,-0.003743,-0.042598,-0.114160,0.000482
328224202,0.928357,1.183224,2.039086,0.336759,-0.274983,-0.005392,-0.053887,-0.106445,-0.001810
328424187,0.984471,1.136092,2.039650,0.294769,-0.265913,-0.001257,-0.089396,-0.072091,0.002928
328624188,1.041271,1.081606,2.037672,0.268313,-0.272650,-0.005013,-0.097690,-0.062455,-0.001361
328824205,1.098483,1.020986,2.036325,0.261818,-0.295831,-0.005567,-0.083227,-0.073396,-0.001297
329024177,1.155593,0.953229,2.037327,0.263195,-0.330797,0.000449,-0.063782,-0.095465,0.005655
329224201,1.204302,0.885782,2.038388,0.242570,-0.346402,0.005037,-0.072545,-0.090496,0.010128
329424186,1.248727,0.811770,2.035893,0.217257,-0.369270,-0.004296,-0.084727,-0.095061,-0.002845
329624181,1.291311,0.736076,2.036841,0.202799,-0.387753,0.000915,-0.081898,-0.094284,0.003758
329824177,1.328867,0.659922,2.038088,0.182207,-0.396540,0.004571,-0.086700,-0.082844,0.006978
330024201,1.364426,0.576293,2.038474,0.166184,-0.417792,0.004566,-0.084722,-0.087797,0.005745
330224203,1.391724,0.499038,2.038477,0.137763,-0.413855,0.002896,-0.096847,-0.065255,0.002756
330424146,1.414598,0.419538,2.038553,0.110370,-0.413589,0.001901,-0.105736,-0.050571,0.001101
330624184,1.433387,0.333348,2.038679,0.084563,-0.426186,0.001340,-0.110799,-0.052045,0.000271
330824196,1.446850,0.250720,2.038358,0.058656,-0.426033,-0.000834,-0.115050,-0.040385,-0.002522
331024184,1.454252,0.162725,2.037056,0.029175,-0.439962,-0.005475,-0.122577,-0.046848,-0.007742
331224180,1.457780,0.076746,2.036777,0.004805,-0.436979,-0.004160,-0.122014,-0.032559,-0.004500
331424212,1.454893,-0.010172,2.035297,-0.023551,-0.440488,-0.006515,-0.126288,-0.029462,-0.005993
331624428,1.449666,-0.097954,2.037788,-0.043364,-0.443424,0.002803,-0.120516,-0.026173,0.005020
331824188,1.438014,-0.179456,2.035121,-0.069309,-0.424706,-0.006075,-0.122594,0.000576,-0.006048
332024215,1.422363,-0.262682,2.032824,-0.092977,-0.421408,-0.010899,-0.122334,0.002931,-0.010545
332224250,1.402770,-0.343250,2.032736,-0.113393,-0.410774,-0.006489,-0.118002,0.013631,-0.003511
332424524,1.377138,-0.425029,2.031552,-0.138691,-0.406854,-0.006794,-0.119886,0.015273,-0.003167
332624178,1.346554,-0.506914,2.031984,-0.162909,-0.402719,-0.002308,-0.119652,0.017116,0.002304
332824569,1.312119,-0.580884,2.029294,-0.184613,-0.380185,-0.008578,-0.116769,0.038801,-0.005189
333024204,1.273466,-0.659272,2.029889,-0.206331,-0.381288,-0.002763,-0.115040,0.029220,0.002249
333224186,1.231366,-0.731865,2.028345,-0.223474,-0.364260,-0.004600,-0.107894,0.041788,0.000166
333424182,1.184367,-0.802611,2.026714,-0.245811,-0.352561,-0.006633,-0.108940,0.045259,-0.002109
333624192,1.134798,-0.868121,2.024448,-0.260713,-0.329288,-0.009756,-0.100135,0.062573,-0.005164
333824174,1.081355,-0.930384,2.022192,-0.277715,-0.309886,-0.010378,-0.096701,0.069129,-0.004074
334024401,1.024321,-0.990159,2.019998,-0.296403,-0.294182,-0.011638,-0.096462,0.070745,-0.004789
334224222,0.965086,-1.047417,2.019876,-0.310731,-0.279762,-0.006277,-0.091446,0.071015,0.001945
334424206,0.901964,-1.099905,2.017993,-0.324673,-0.258292,-0.007708,-0.086059,0.079010,0.000005
